neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,host_is_superhost,host_response_rate,host_acceptance_rate,host_response_time,host_listings_count,instant_bookable,availability_30,availability_60,availability_90,availability_365,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,city,bathrooms,amenities_count,occupancy_q1,occupancy_q2,occupancy_q3,occupancy_q4,occupancy_autumn,occupancy_spring,occupancy_summer,occupancy_winter,occupancy_rate,occupancy_weekday,occupancy_weekend,total_reviews,days_since_last_review,listing_age_days,reviews_last_6m
Lista,40.4301916,-3.6775758,Entire rental unit,Entire home/apt,6,3.0,4.0,0.0,0.83,1.0,within a day,250.0,1,0,0,0,77,30,1125,0,0,4.75,4.79,4.85,4.64,1.42,259.0,Madrid,2.0,27,1.0,0.989010989010989,0.1739130434782608,1.0,0.8461538461538461,1.0,0.3152173913043478,1.0,0.3315068493150684,0.789272030651341,0.7884615384615384,,,,
Embajadores,40.4115382,-3.7075416,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,0.98,within an hour,8.0,1,1,12,37,86,3,365,36,36,4.86,4.78,4.94,4.69,3.84,162.0,Madrid,1.0,36,0.6555555555555556,1.0,0.9891304347826086,0.4130434782608695,0.7362637362637363,1.0,1.0,0.3111111111111111,0.3315068493150684,0.7662835249042146,0.7596153846153846,,,,
Universidad,40.42647,-3.70484,Entire condo,Entire home/apt,4,1.0,1.0,0.0,0.05,0.0,a few days or more,100.0,0,0,0,0,227,30,180,0,0,4.75,4.79,4.85,4.64,1.42,48.0,Madrid,1.0,18,0.3333333333333333,0.0,0.1739130434782608,1.0,0.8461538461538461,0.0,0.0,0.6777777777777778,0.3315068493150684,0.3831417624521073,0.3653846153846154,,,,
Pueblo Nuevo,40.42734071258923,-3.637863396295165,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,1.0,0.95,within an hour,18.0,0,15,41,71,161,1,1125,56,43,4.86,4.95,4.66,4.71,2.68,90.0,Madrid,1.0,41,0.2111111111111111,1.0,0.9456521739130436,0.0760869565217391,0.3516483516483516,0.8695652173913043,1.0,0.0,0.3315068493150684,0.5576923076923077,0.5619047619047619,,,,
Vista Alegre,40.38085639930586,-3.747519738972187,Private room in rental unit,Private room,1,1.0,1.0,1.0,1.0,0.85,within an hour,1.0,0,27,57,84,350,1,365,20,20,4.9,4.85,4.9,4.65,1.91,32.0,Madrid,1.0,5,0.0,0.0,0.0326086956521739,0.1304347826086956,0.0329670329670329,0.0,0.0,0.1333333333333333,0.3315068493150684,0.0384615384615384,0.0476190476190476,,,,
Palacio,40.41188,-3.7085,Entire loft,Entire home/apt,2,0.0,1.0,0.0,1.0,1.0,within an hour,12.0,1,1,4,12,26,1,1125,26,1,4.88,4.88,5.0,4.69,0.37,113.0,Madrid,1.0,31,0.9555555555555556,1.0,0.9891304347826086,0.7717391304347826,0.912087912087912,1.0,1.0,0.8,0.3315068493150684,0.9310344827586208,0.9230769230769232,,,,
Entrevías,40.3842,-3.67168,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,1.0,0.97,within an hour,2.0,0,17,38,61,61,2,365,26,26,4.73,4.81,4.12,4.58,3.05,120.0,Madrid,2.0,35,1.0,1.0,0.9239130434782608,0.4130434782608695,0.4615384615384615,1.0,1.0,0.8666666666666667,0.3315068493150684,0.8192307692307692,0.8666666666666667,,,,
Concepción,40.44288853036858,-3.638831047438369,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,0.99,Unknown,24.0,1,14,44,74,164,2,27,24,24,4.79,4.96,4.71,4.67,4.14,101.0,Madrid,1.0,32,0.2111111111111111,1.0,0.967391304347826,0.0217391304347825,0.3186813186813186,0.8695652173913043,1.0,0.0,0.3315068493150684,0.5538461538461539,0.5428571428571429,,,,
Argüelles,40.426005,-3.7150271,Entire rental unit,Entire home/apt,3,1.0,2.0,1.0,1.0,0.93,within an hour,2.0,0,2,14,44,144,20,720,18,8,5.0,4.83,5.0,4.78,0.66,130.0,Madrid,1.0,50,0.4,0.6923076923076923,0.9782608695652174,0.3478260869565217,0.6593406593406593,0.7717391304347826,0.9239130434782608,0.0555555555555555,0.3315068493150684,0.6053639846743295,0.6057692307692308,,,,
Acacias,40.40336323561161,-3.703083291296568,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,1.0,within an hour,98.0,1,8,38,68,343,1,1125,24,24,4.42,4.58,4.83,4.42,2.71,72.0,Madrid,1.0,32,0.0,0.0,0.1521739130434782,0.0869565217391304,0.2417582417582418,0.0,0.0,0.0,0.3315068493150684,0.073076923076923,0.0285714285714285,,,,
Pueblo Nuevo,40.43283081054688,-3.644969940185547,Entire condo,Entire home/apt,4,2.0,5.0,0.0,1.0,0.67,within a few hours,1.0,0,11,35,64,229,2,30,39,2,4.85,4.89,4.82,4.84,0.86,182.0,Madrid,1.0,47,0.0222222222222222,0.2637362637362637,0.8913043478260869,0.3043478260869565,0.4285714285714286,0.0217391304347825,0.9130434782608696,0.1222222222222222,0.3315068493150684,0.3653846153846154,0.3904761904761904,,,,
Ventas,40.4297378,-3.6469299,Entire rental unit,Entire home/apt,4,3.0,3.0,1.0,1.0,0.99,within an hour,67.0,0,7,7,7,25,1,365,1,1,5.0,5.0,5.0,5.0,0.15,114.0,Madrid,1.0,32,1.0,1.0,0.9456521739130436,0.782608695652174,0.9230769230769232,1.0,1.0,0.8,0.3315068493150684,0.9307692307692308,0.9333333333333332,,,,
Abrantes,40.37607929299653,-3.730695265245344,Private room in rental unit,Private room,1,1.0,1.0,0.0,0.1,0.0,a few days or more,1.0,0,14,44,74,254,1,365,0,0,4.75,4.79,4.85,4.64,1.42,27.0,Madrid,1.0,8,0.0,0.2197802197802197,0.9891304347826086,0.0,0.3186813186813186,0.0,0.8913043478260869,0.0,0.3315068493150684,0.3,0.3142857142857143,,,,
Puerta del Angel,40.41167,-3.73395,Private room in rental unit,Private room,2,1.0,1.0,1.0,1.0,1.0,within an hour,1.0,0,1,1,1,151,2,7,118,25,4.97,4.96,4.79,4.93,1.54,43.0,Madrid,1.0,50,0.1999999999999999,0.2197802197802197,0.9891304347826086,0.9239130434782608,0.989010989010989,0.0,0.8913043478260869,0.4666666666666667,0.3315068493150684,0.5846153846153845,0.5904761904761905,,,,
Cuatro Caminos,40.45694629202,-3.699359620342512,Entire rental unit,Entire home/apt,2,0.0,1.0,0.0,1.0,0.94,within an hour,362.0,1,4,24,51,323,1,365,6,3,4.67,5.0,5.0,4.83,0.43,98.0,Madrid,1.0,31,0.0,0.021978021978022,0.1847826086956522,0.25,0.4395604395604395,0.0,0.0217391304347825,0.0,0.3315068493150684,0.10727969348659,0.1346153846153845,,,,
Cortes,40.4129637,-3.6973598,Private room in rental unit,Private room,1,3.0,1.0,1.0,1.0,1.0,within an hour,2.0,1,6,14,29,294,2,365,17,17,4.94,4.94,4.88,4.65,4.11,51.0,Madrid,1.0,46,0.0777777777777777,0.0,0.1413043478260869,0.5543478260869565,0.6483516483516483,0.0,0.0,0.1333333333333333,0.3315068493150684,0.1839080459770115,0.2211538461538461,,,,
Cortes,40.4159034,-3.6955958,Entire rental unit,Entire home/apt,2,0.0,1.0,0.0,1.0,1.0,within an hour,18.0,1,0,11,41,316,3,365,165,54,4.61,4.87,4.96,4.55,5.09,94.0,Madrid,1.0,31,0.0,0.0,0.1739130434782608,0.3586956521739131,0.5384615384615384,0.0,0.0,0.0,0.3315068493150684,0.1302681992337164,0.1442307692307692,,,,
Palacio,40.41122,-3.70961,Entire loft,Entire home/apt,4,1.0,2.0,0.0,1.0,0.99,within an hour,4.0,1,5,5,5,5,1,1125,295,4,4.53,4.69,4.88,4.48,2.88,150.0,Madrid,2.5,42,1.0,1.0,0.9456521739130436,1.0,0.945054945054945,1.0,1.0,1.0,0.3315068493150684,0.9885057471264368,0.9807692307692308,,,,
Justicia,40.4215288,-3.6990096,Private room in rental unit,Private room,2,1.0,2.0,0.0,0.96,0.88,within an hour,27.0,1,2,9,15,246,1,365,0,0,4.75,4.79,4.85,4.64,1.42,59.0,Madrid,1.0,25,0.2444444444444444,0.0659340659340659,0.2282608695652174,0.7608695652173914,0.7362637362637363,0.1521739130434782,0.0760869565217391,0.3444444444444444,0.3315068493150684,0.3371647509578543,0.2980769230769231,,,,
Casa de Campo,40.43372987751842,-3.732782907752496,Private room in rental unit,Private room,1,1.0,1.0,0.0,0.06,0.15,a few days or more,216.0,0,0,0,0,256,30,60,0,0,4.75,4.79,4.85,4.64,1.42,18.0,Madrid,6.0,9,0.0,0.0,0.1847826086956522,1.0,0.8571428571428572,0.0,0.0,0.3444444444444444,0.3315068493150684,0.3,0.2952380952380952,,,,
Aguilas,40.38387,-3.76837,Private room in rental unit,Private room,2,1.0,1.0,0.0,0.9,0.25,within a few hours,1.0,0,0,14,44,319,2,90,3,3,5.0,5.0,5.0,5.0,1.38,26.0,Madrid,1.0,10,0.0,0.0,0.1847826086956522,0.3152173913043478,0.5054945054945055,0.0,0.0,0.0,0.3315068493150684,0.1269230769230769,0.1238095238095238,,,,
Castellana,40.4308,-3.68598,Entire rental unit,Entire home/apt,4,2.0,4.0,0.0,0.99,0.87,within a few hours,23.0,0,22,52,82,357,2,365,11,11,3.91,4.0,4.18,3.82,0.94,287.0,Madrid,2.0,51,0.0,0.0,0.0760869565217391,0.0108695652173913,0.0879120879120879,0.0,0.0,0.0,0.3315068493150684,0.0192307692307692,0.0285714285714285,,,,
Sol,40.41962,-3.70386,Entire rental unit,Entire home/apt,5,1.0,3.0,1.0,0.9,0.87,within an hour,12.0,0,6,28,54,317,1,1125,375,54,4.79,4.86,4.97,4.69,3.51,223.0,Madrid,1.0,29,0.011111111111111,0.0329670329670329,0.1630434782608695,0.3152173913043478,0.3956043956043956,0.0108695652173913,0.0217391304347825,0.0999999999999999,0.3315068493150684,0.1149425287356321,0.1730769230769231,,,,
Universidad,40.42623,-3.70626,Entire rental unit,Entire home/apt,3,0.0,1.0,0.0,1.0,0.98,within an hour,3.0,0,2,10,33,277,1,1125,39,5,4.26,4.49,4.77,4.23,0.48,126.0,Madrid,1.0,21,0.0222222222222222,0.0549450549450549,0.3260869565217391,0.5543478260869565,0.6373626373626373,0.0543478260869565,0.1521739130434782,0.1222222222222222,0.3315068493150684,0.2413793103448276,0.2403846153846154,,,,
Almendrales,40.38626553440725,-3.6995362521082966,Entire rental unit,Entire home/apt,3,1.0,1.0,0.0,0.98,0.97,within an hour,109.0,0,4,4,27,179,20,330,2,2,5.0,5.0,4.5,5.0,0.41,119.0,Madrid,1.0,33,0.1333333333333333,0.3956043956043956,0.9565217391304348,0.5434782608695652,0.8351648351648352,0.3043478260869565,0.8913043478260869,0.0,0.3315068493150684,0.5076923076923077,0.5142857142857142,,,,
Cuatro Caminos,40.44885395845429,-3.702487818653028,Private room in hostel,Private room,2,1.0,2.0,0.0,1.0,0.99,within an hour,7.0,1,4,10,10,10,1,60,10,10,4.2,4.3,4.5,4.2,1.79,62.0,Madrid,1.0,27,1.0,1.0,0.9891304347826086,0.9021739130434784,0.8901098901098901,1.0,1.0,1.0,0.3315068493150684,0.9731800766283524,0.971153846153846,,,,
Almendrales,40.3837286,-3.7045976,Private room in rental unit,Private room,2,1.0,1.0,0.0,0.81,0.93,within an hour,4.0,0,14,44,74,349,1,365,0,0,4.75,4.79,4.85,4.64,1.42,45.0,Madrid,1.0,6,0.0,0.0,0.1739130434782608,0.0,0.1758241758241758,0.0,0.0,0.0,0.3315068493150684,0.0423076923076922,0.0476190476190476,,,,
Sol,40.41999827146104,-3.70248834589503,Entire rental unit,Entire home/apt,2,0.0,2.0,0.0,0.0,0.85,a few days or more,5.0,0,1,25,55,330,21,365,10,10,4.4,4.4,4.9,4.4,0.89,86.0,Madrid,1.0,15,0.0,0.0,0.1630434782608695,0.217391304347826,0.3846153846153846,0.0,0.0,0.0,0.3315068493150684,0.0957854406130268,0.0961538461538461,,,,
Universidad,40.4273005709778,-3.707534730688473,Entire rental unit,Entire home/apt,3,1.0,1.0,0.0,0.0,0.0,a few days or more,1.0,0,0,23,50,227,3,30,1,0,5.0,5.0,5.0,5.0,0.07,116.0,Madrid,1.0,8,0.0,0.2087912087912088,1.0,0.2934782608695652,0.5604395604395604,0.0,0.8804347826086957,0.0666666666666666,0.3315068493150684,0.3754789272030651,0.3846153846153846,,,,
Pacífico,40.40320437575667,-3.676014393568039,Entire rental unit,Entire home/apt,4,2.0,0.0,0.0,1.0,1.0,within a day,1.0,0,0,0,2,207,7,365,0,0,4.75,4.79,4.85,4.64,1.42,70.0,Madrid,1.0,27,0.0,0.6593406593406593,0.2934782608695652,0.7717391304347826,0.956043956043956,0.5869565217391304,0.0760869565217391,0.1111111111111111,0.3315068493150684,0.4307692307692308,0.4380952380952381,,,,
Valverde,40.49383,-3.69698,Private room in casa particular,Private room,2,1.0,1.0,0.0,1.0,0.98,within an hour,4.0,0,11,37,65,333,2,7,105,48,4.74,4.79,4.54,4.71,3.73,39.0,Madrid,1.0,28,0.011111111111111,0.0,0.1195652173913043,0.217391304347826,0.3076923076923077,0.0,0.0,0.0444444444444444,0.3315068493150684,0.0884615384615384,0.0857142857142857,,,,
Palomeras Bajas,40.38392639160156,-3.663383007049561,Private room in home,Private room,1,1.0,1.0,0.0,1.0,0.5,within a few hours,2.0,0,29,59,89,89,1,3,23,2,4.91,5.0,4.57,4.83,0.32,59.0,Madrid,1.0,46,1.0,1.0,0.8260869565217391,0.2065217391304348,0.1538461538461538,1.0,1.0,0.8666666666666667,0.3315068493150684,0.75,0.7714285714285715,,,,
Sol,40.4168,-3.70445,Entire rental unit,Entire home/apt,2,0.0,2.0,0.0,1.0,0.99,within an hour,34.0,0,0,0,0,0,1,1125,28,3,4.5,4.71,4.93,4.54,0.45,167.0,Madrid,1.0,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3315068493150684,1.0,1.0,,,,
Sol,40.41888,-3.70269,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,1.0,1.0,within an hour,30.0,1,0,11,31,294,2,360,271,59,4.89,4.9,4.97,4.84,4.57,199.0,Madrid,1.0,32,0.0666666666666666,0.0,0.1739130434782608,0.5326086956521738,0.6153846153846154,0.0,0.0,0.1666666666666666,0.3315068493150684,0.1800766283524904,0.2307692307692307,,,,
Palacio,40.4130088058328,-3.711568973403256,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,0.65,1.0,within an hour,19.0,1,0,0,19,106,3,365,3,2,4.67,4.67,5.0,5.0,0.21,98.0,Madrid,1.0,6,0.2111111111111111,1.0,1.0,0.6195652173913043,0.934065934065934,0.8586956521739131,1.0,0.0333333333333333,0.3315068493150684,0.7126436781609196,0.7019230769230769,,,,
Chopera,40.39682546930391,-3.6967873344130497,Entire rental unit,Entire home/apt,6,1.0,3.0,0.0,0.98,1.0,within an hour,14.0,1,0,5,16,164,1,365,30,30,4.53,4.47,4.67,4.53,4.55,89.0,Madrid,2.0,42,0.2444444444444444,0.2197802197802197,1.0,0.7282608695652174,0.8901098901098901,0.217391304347826,0.7717391304347826,0.3222222222222222,0.3315068493150684,0.523076923076923,0.6190476190476191,,,,
Embajadores,40.40935,-3.70685,Entire rental unit,Entire home/apt,4,0.0,2.0,0.0,0.96,0.98,within an hour,38.0,1,0,0,0,75,1,1125,1,0,5.0,5.0,5.0,5.0,0.03,129.0,Madrid,1.0,28,1.0,1.0,0.1847826086956522,1.0,0.8461538461538461,1.0,0.3369565217391305,1.0,0.3315068493150684,0.7969348659003832,0.7884615384615384,,,,
Universidad,40.424949133243175,-3.7025640348017737,Entire rental unit,Entire home/apt,4,2.0,3.0,1.0,1.0,0.92,within a few hours,1.0,0,7,37,67,68,28,186,20,10,4.95,4.9,4.9,4.75,1.22,225.0,Madrid,2.0,44,1.0,1.0,1.0,0.2608695652173913,0.4065934065934066,1.0,1.0,0.8444444444444444,0.3315068493150684,0.8160919540229885,0.8076923076923077,,,,
Embajadores,40.41083070626704,-3.707446119789681,Private room in rental unit,Private room,1,1.0,1.0,0.0,1.0,0.0,Unknown,1.0,0,28,58,88,268,2,30,0,0,4.75,4.79,4.85,4.64,1.42,150.0,Madrid,1.0,7,0.0,0.2087912087912088,0.8478260869565217,0.0,0.1758241758241758,0.0,0.8804347826086957,0.0,0.3315068493150684,0.264367816091954,0.2692307692307693,,,,
San Isidro,40.38976,-3.73311,Entire serviced apartment,Entire home/apt,5,2.0,3.0,0.0,0.71,1.0,within a few hours,5.0,1,11,34,62,81,1,365,0,0,4.75,4.79,4.85,4.64,1.42,240.0,Madrid,1.0,16,1.0,1.0,0.9239130434782608,0.1956521739130434,0.4505494505494505,1.0,1.0,0.6555555555555556,0.3315068493150684,0.7615384615384615,0.819047619047619,,,,
Embajadores,40.40856,-3.69732,Private room in rental unit,Private room,2,1.0,2.0,0.0,0.76,0.59,within a few hours,21.0,0,20,50,80,355,1,365,1,1,5.0,5.0,5.0,5.0,0.3,86.0,Madrid,1.0,3,0.0,0.0,0.0652173913043477,0.0434782608695651,0.1098901098901099,0.0,0.0,0.0,0.3315068493150684,0.0229885057471264,0.0384615384615384,,,,
Embajadores,40.4100481,-3.7067058,Private room in rental unit,Private room,2,1.0,1.0,0.0,0.28,0.33,a few days or more,6.0,0,0,3,10,189,10,365,1,1,5.0,5.0,5.0,5.0,0.26,21.0,Madrid,4.0,5,0.8333333333333334,0.0659340659340659,0.1739130434782608,0.8586956521739131,0.7362637362637363,0.3152173913043478,0.0,0.8888888888888888,0.3315068493150684,0.4789272030651341,0.4903846153846154,,,,
Castellana,40.43658663897323,-3.6834074943308415,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,1.0,1.0,within an hour,93.0,1,0,13,43,257,27,363,16,3,5.0,4.94,4.88,4.69,0.59,121.0,Madrid,1.0,41,0.0,0.0,0.8478260869565217,0.3260869565217391,0.6593406593406593,0.0,0.5217391304347826,0.0,0.3315068493150684,0.2961538461538461,0.2952380952380952,,,,
Portazgo,40.38393,-3.64816,Entire rental unit,Entire home/apt,2,0.0,1.0,0.0,0.7,0.47,within a few hours,8.0,0,29,59,89,364,7,365,0,0,4.75,4.79,4.85,4.64,1.42,63.0,Madrid,1.0,17,0.0,0.0,0.0108695652173913,0.0,0.0109890109890109,0.0,0.0,0.0,0.3315068493150684,0.0,0.0095238095238094,,,,
Palacio,40.4207587,-3.7085097,Room in hotel,Private room,2,1.0,1.0,0.0,0.56,1.0,within an hour,4.0,1,4,10,28,289,1,8,2,0,5.0,5.0,5.0,4.5,0.04,286.0,Madrid,1.0,30,0.011111111111111,0.0989010989010988,0.2065217391304348,0.5108695652173914,0.6373626373626373,0.0978260869565217,0.0,0.0999999999999999,0.3315068493150684,0.1877394636015326,0.2596153846153846,,,,
Marroquina,40.41066,-3.64533,Entire rental unit,Entire home/apt,4,0.0,0.0,0.0,1.0,1.0,within an hour,138.0,1,15,45,71,71,2,1125,32,28,4.53,4.42,4.48,4.23,1.62,130.0,Madrid,1.0,21,1.0,1.0,0.9347826086956522,0.2934782608695652,0.3406593406593406,1.0,1.0,0.8777777777777778,0.3315068493150684,0.7961538461538462,0.8285714285714285,,,,
Embajadores,40.41407,-3.70417,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,1.0,1.0,within an hour,255.0,1,9,27,51,321,1,1125,128,3,4.8,4.91,4.96,4.76,1.24,189.0,Madrid,1.0,20,0.0,0.0,0.1956521739130434,0.2826086956521739,0.4175824175824175,0.0,0.0,0.0666666666666666,0.3315068493150684,0.1226053639846743,0.1153846153846154,,,,
Justicia,40.41991,-3.69916,Entire rental unit,Entire home/apt,10,5.0,6.0,0.0,0.9,0.95,within a few hours,3.0,0,5,7,19,153,2,365,58,12,4.79,4.81,4.88,4.74,1.62,275.0,Madrid,1.5,40,0.7,0.6593406593406593,0.217391304347826,0.75,0.7032967032967032,0.6847826086956521,0.2608695652173913,0.6777777777777778,0.3315068493150684,0.5632183908045977,0.625,,,,
Palacio,40.42044,-3.70838,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,0.6,within an hour,3.0,0,12,12,21,43,2,365,0,0,4.75,4.79,4.85,4.64,1.42,137.0,Madrid,1.0,20,0.9444444444444444,1.0,1.0,0.5869565217391304,0.8681318681318682,1.0,1.0,0.6555555555555556,0.3315068493150684,0.8850574712643678,0.875,,,,
Acacias,40.40547,-3.70552,Entire rental unit,Entire home/apt,3,2.0,2.0,1.0,1.0,1.0,within an hour,4.0,1,2,19,42,205,5,90,209,26,4.63,4.62,4.79,4.5,1.79,92.0,Madrid,1.0,19,0.0,0.2197802197802197,1.0,0.5217391304347826,0.5934065934065934,0.0,0.8913043478260869,0.2666666666666667,0.3315068493150684,0.4384615384615384,0.4380952380952381,,,,
Ventas,40.42486,-3.65302,Private room in rental unit,Private room,2,1.0,1.0,1.0,1.0,0.45,within an hour,4.0,0,22,52,82,82,1,1125,27,0,4.85,4.74,4.56,4.7,0.37,80.0,Madrid,1.0,21,1.0,1.0,0.9021739130434784,0.2065217391304348,0.2307692307692307,1.0,1.0,0.8666666666666667,0.3315068493150684,0.7692307692307692,0.7904761904761904,,,,
Palacio,40.4231341,-3.710691,Entire serviced apartment,Entire home/apt,10,4.0,6.0,1.0,1.0,1.0,within an hour,22.0,1,4,18,34,284,1,1125,11,11,5.0,5.0,5.0,4.91,2.13,274.0,Madrid,3.0,66,0.1888888888888888,0.0439560439560439,0.1630434782608695,0.4891304347826086,0.5934065934065934,0.0760869565217391,0.0,0.2222222222222222,0.3315068493150684,0.1915708812260536,0.2980769230769231,,,,
Sol,40.4197,-3.70297,Entire rental unit,Entire home/apt,6,2.0,2.0,0.0,0.82,0.56,within a few hours,1.0,0,1,7,32,32,2,365,1,1,5.0,5.0,5.0,5.0,1.0,164.0,Madrid,1.0,3,1.0,1.0,0.9891304347826086,0.6630434782608696,0.7912087912087912,1.0,1.0,0.8555555555555556,0.3315068493150684,0.9118773946360154,0.9134615384615384,,,,
Sol,40.41656591861173,-3.700749072628725,Private room in rental unit,Private room,1,1.0,1.0,0.0,0.06,0.15,a few days or more,216.0,1,30,60,90,365,30,180,0,0,4.75,4.79,4.85,4.64,1.42,38.0,Madrid,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3315068493150684,0.0,0.0,,,,
Cortes,40.41461,-3.70111,Entire rental unit,Entire home/apt,4,2.0,3.0,0.0,0.99,0.99,within an hour,338.0,1,0,8,28,271,1,1125,135,19,4.61,4.8,4.96,4.66,2.46,228.0,Madrid,2.0,27,0.0777777777777777,0.1208791208791209,0.1739130434782608,0.6521739130434783,0.6153846153846154,0.1195652173913043,0.0,0.3,0.3315068493150684,0.2567049808429118,0.2596153846153846,,,,
Estrella,40.41118,-3.66422,Private room in rental unit,Private room,2,1.0,1.0,0.0,0.19,0.02,a few days or more,1.0,0,10,32,62,337,1,365,0,0,4.75,4.79,4.85,4.64,1.42,44.0,Madrid,1.0,9,0.0,0.0,0.1195652173913043,0.1847826086956522,0.3076923076923077,0.0,0.0,0.0,0.3315068493150684,0.0769230769230768,0.0761904761904761,,,,
Chopera,40.39624,-3.69775,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,0.98,1.0,within an hour,14.0,1,0,3,25,300,1,365,64,58,4.55,4.56,4.59,4.48,4.45,77.0,Madrid,1.0,58,0.0,0.0,0.1847826086956522,0.5217391304347826,0.7142857142857143,0.0,0.0,0.0,0.3315068493150684,0.1769230769230769,0.1809523809523809,,,,
Palacio,40.41197,-3.71305,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,1.0,1.0,within an hour,8.0,1,7,24,47,322,2,365,15,2,4.67,4.93,4.73,4.47,0.42,150.0,Madrid,1.0,32,0.0,0.0,0.0978260869565217,0.3695652173913043,0.4285714285714286,0.0,0.0,0.0444444444444444,0.3315068493150684,0.0957854406130268,0.1730769230769231,,,,
Embajadores,40.408901303,-3.70101209,Entire rental unit,Entire home/apt,3,1.0,2.0,0.0,1.0,1.0,within an hour,115.0,1,9,30,56,327,1,1125,1,0,3.0,4.0,4.0,4.0,0.04,65.0,Madrid,1.0,26,0.0,0.0,0.108695652173913,0.3043478260869565,0.3736263736263736,0.0,0.0,0.0444444444444444,0.3315068493150684,0.1034482758620689,0.1057692307692307,,,,
Universidad,40.42976,-3.70805,Entire rental unit,Entire home/apt,3,2.0,3.0,1.0,1.0,1.0,within a few hours,3.0,0,0,1,13,173,28,300,2,2,5.0,5.0,5.0,5.0,0.19,96.0,Madrid,1.0,30,0.2777777777777778,0.0,1.0,0.8152173913043479,0.989010989010989,0.0,0.6739130434782609,0.4444444444444444,0.3315068493150684,0.524904214559387,0.5288461538461539,,,,
Palacio,40.4212,-3.70879,Private room in rental unit,Private room,1,1.0,1.0,0.0,0.96,0.98,within an hour,38.0,1,0,0,14,138,1,1125,4,4,4.0,4.75,5.0,4.5,1.9,38.0,Madrid,3.0,24,0.0,0.8241758241758241,1.0,0.6521739130434783,0.989010989010989,0.4891304347826086,1.0,0.0,0.3315068493150684,0.6206896551724138,0.625,,,,
Valdeacederas,40.46549,-3.70097,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,1.0,1.0,within an hour,8.0,1,2,18,42,308,1,365,49,16,4.71,4.73,4.37,4.43,2.18,146.0,Madrid,1.0,8,0.011111111111111,0.0439560439560439,0.2065217391304348,0.3586956521739131,0.5164835164835164,0.0108695652173913,0.0543478260869565,0.0444444444444444,0.3315068493150684,0.1379310344827586,0.2019230769230768,,,,
Arapiles,40.4361433955181,-3.710416684020888,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,0.64,0.42,within a day,273.0,0,29,59,89,269,30,365,0,0,4.75,4.79,4.85,4.64,1.42,77.0,Madrid,1.0,8,0.0,0.2087912087912088,0.8369565217391304,0.0,0.1648351648351648,0.0,0.8804347826086957,0.0,0.3315068493150684,0.2605363984674329,0.2692307692307693,,,,
Vista Alegre,40.38778300043404,-3.7414227563531246,Private room in rental unit,Private room,2,1.0,1.0,0.0,1.0,0.8,within an hour,2.0,0,13,31,61,195,2,3,0,0,4.75,4.79,4.85,4.64,1.42,67.0,Madrid,1.0,14,0.3777777777777777,0.2197802197802197,0.9239130434782608,0.3369565217391305,0.4615384615384615,0.0,0.8913043478260869,0.5111111111111111,0.3315068493150684,0.4423076923076923,0.5238095238095238,,,,
Sol,40.41943626995566,-3.70039973255816,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,1.0,1.0,within an hour,4.0,1,1,10,32,249,1,365,19,16,4.74,4.89,4.95,4.58,0.86,147.0,Madrid,1.0,40,0.1444444444444445,0.0549450549450549,0.4239130434782608,0.6413043478260869,0.7142857142857143,0.0543478260869565,0.1739130434782608,0.3333333333333333,0.3315068493150684,0.3141762452107279,0.3269230769230768,,,,
Palacio,40.4134,-3.70788,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,0.97,1.0,within an hour,13.0,1,4,25,52,311,2,1125,94,7,4.84,4.91,4.95,4.98,1.11,203.0,Madrid,1.0,36,0.0,0.021978021978022,0.3152173913043478,0.25,0.5714285714285714,0.0217391304347825,0.0,0.0,0.3315068493150684,0.1570881226053639,0.125,,,,
Universidad,40.42196,-3.70788,Entire rental unit,Entire home/apt,4,0.0,0.0,0.0,1.0,1.0,within an hour,98.0,1,16,46,76,351,1,1125,161,58,4.42,4.57,4.9,4.47,4.76,204.0,Madrid,1.0,34,0.0,0.0,0.1304347826086956,0.0217391304347825,0.1538461538461538,0.0,0.0,0.0,0.3315068493150684,0.0421455938697318,0.0288461538461538,,,,
