neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,host_is_superhost,host_response_rate,host_acceptance_rate,host_response_time,host_listings_count,instant_bookable,availability_30,availability_60,availability_90,availability_365,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,city,bathrooms,amenities_count,occupancy_q1,occupancy_q2,occupancy_q3,occupancy_q4,occupancy_autumn,occupancy_spring,occupancy_summer,occupancy_winter,occupancy_rate,occupancy_weekday,occupancy_weekend,total_reviews,days_since_last_review,listing_age_days,reviews_last_6m
Katsushika Ku,35.7482067,139.8571205,Entire rental unit,Entire home/apt,6,2.0,2.0,0.0,1.0,0.97,within an hour,32.0,1,8,20,43,96,2,365,2,2,4.5,3.5,5.0,4.5,1.02,91.76,Tokyo,1.5,31,0.4111111111111111,1.0,1.0,0.5326086956521738,0.7472527472527473,1.0,1.0,0.1888888888888888,0.5506849315068494,0.7241379310344828,0.7692307692307692,2.0,256.0,271.0,0.0
Sol,40.41693,-3.70072,Entire rental unit,Entire home/apt,2,1.0,2.0,1.0,1.0,0.98,within an hour,3.0,0,5,13,40,302,2,365,74,64,4.91,4.95,4.81,4.88,4.94,282.0,Madrid,1.0,45,0.0666666666666666,0.0439560439560439,0.1630434782608695,0.4130434782608695,0.5494505494505495,0.0652173913043477,0.0108695652173913,0.0666666666666666,0.3315068493150684,0.1685823754789271,0.1826923076923077,,,,
Nakano Ku,35.68936,139.67616,Private room in hostel,Private room,2,1.0,1.0,0.0,1.0,0.99,within an hour,72.0,1,22,50,80,81,1,300,6,0,4.5,4.67,4.5,4.83,0.14,55.8806,Tokyo,5.5,39,1.0,1.0,0.9891304347826086,0.1304347826086956,0.4175824175824175,1.0,1.0,0.6888888888888889,0.5506849315068494,0.7701149425287357,0.7980769230769231,6.0,957.0,1510.0,0.0
Edogawa Ku,35.69848,139.90737,Entire rental unit,Entire home/apt,6,2.0,6.0,0.0,1.0,1.0,within an hour,5.0,1,29,59,77,77,28,365,4,0,4.0,3.5,3.25,4.0,0.07,214.0364,Tokyo,1.0,38,1.0,1.0,0.9782608695652174,0.1847826086956522,0.3186813186813186,1.0,1.0,0.8333333333333334,0.5506849315068494,0.7854406130268199,0.7980769230769231,4.0,1146.0,2058.0,0.0
Argüelles,40.431122179657045,-3.7178676661339294,Private room in rental unit,Private room,1,1.0,1.0,0.0,0.06,0.15,a few days or more,216.0,0,12,13,26,301,30,65,0,0,4.75,4.79,4.85,4.64,1.42,23.0,Madrid,3.0,7,0.0,0.0,0.1847826086956522,0.5108695652173914,0.7032967032967032,0.0,0.0,0.0,0.3315068493150684,0.1769230769230769,0.1714285714285713,,,,
Taito Ku,35.7272804,139.7975131,Entire condo,Entire home/apt,5,2.0,3.0,0.0,0.98,0.99,within an hour,50.0,1,8,19,47,78,2,365,0,0,4.81,4.8,4.78,4.75,1.39,87.3518,Tokyo,1.0,30,0.6555555555555556,1.0,0.9891304347826086,0.5,0.7582417582417582,1.0,1.0,0.3777777777777777,0.5506849315068494,0.7854406130268199,0.7884615384615384,,,,
Sumida Ku,35.68848,139.8048,Entire home,Entire home/apt,6,3.0,6.0,0.0,1.0,1.0,within an hour,3.0,1,7,22,51,136,1,365,22,19,4.45,4.64,4.73,4.59,1.51,122.574,Tokyo,1.0,24,0.0555555555555555,1.0,1.0,0.4456521739130434,0.7362637362637363,0.6956521739130435,1.0,0.0666666666666666,0.5506849315068494,0.6360153256704981,0.6057692307692308,22.0,237.0,648.0,0.0
Universidad,40.42836,-3.70542,Entire rental unit,Entire home/apt,3,3.0,4.0,0.0,1.0,0.67,Unknown,2.0,0,0,0,0,257,30,1000,0,0,4.75,4.79,4.85,4.64,1.42,109.0,Madrid,2.0,31,0.0,0.0,0.1739130434782608,1.0,0.8461538461538461,0.0,0.0,0.3444444444444444,0.3315068493150684,0.2988505747126436,0.2884615384615384,,,,
Sol,40.41596,-3.70788,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,1.0,0.88,within a few hours,1.0,0,1,23,53,233,10,730,201,7,4.91,4.95,4.96,4.87,2.26,96.0,Madrid,1.0,44,0.0,0.2087912087912088,0.9891304347826086,0.2391304347826086,0.5604395604395604,0.0,0.8804347826086957,0.0,0.3315068493150684,0.3601532567049809,0.3653846153846154,,,,
Universidad,40.420902,-3.706567,Entire rental unit,Entire home/apt,5,2.0,3.0,0.0,1.0,0.99,Unknown,1.0,1,30,60,90,365,1,365,0,0,4.75,4.79,4.85,4.64,1.42,305.0,Madrid,2.5,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3315068493150684,0.0,0.0,,,,
Taito Ku,35.71353,139.78669,Room in hotel,Private room,2,1.0,1.0,0.0,1.0,0.99,within an hour,84.0,1,22,44,74,289,1,365,2,0,5.0,5.0,4.5,5.0,0.09,99.51,Tokyo,1.0,10,0.0,0.0,0.6630434782608696,0.1630434782608695,0.4945054945054945,0.0,0.3369565217391305,0.0,0.5506849315068494,0.1992337164750958,0.2307692307692307,2.0,811.0,852.0,0.0
Shinjuku Ku,35.70066,139.70877,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,1.0,1.0,within an hour,8.0,1,7,12,12,179,2,180,51,49,4.65,4.57,4.84,4.59,4.03,59.2844,Tokyo,1.0,37,1.0,0.1538461538461538,0.0108695652173913,0.8804347826086957,0.5604395604395604,0.4891304347826086,0.0,1.0,0.5506849315068494,0.5172413793103448,0.4903846153846154,51.0,229.0,592.0,0.0
Minato Ku,35.641227,139.7374406,Entire rental unit,Entire home/apt,10,3.0,3.0,1.0,1.0,0.94,within an hour,43.0,0,20,47,77,168,2,60,0,0,4.81,4.8,4.78,4.75,1.39,272.8,Tokyo,2.0,35,0.0333333333333333,1.0,1.0,0.1195652173913043,0.4505494505494505,0.6956521739130435,1.0,0.0,0.5506849315068494,0.5363984674329502,0.5480769230769231,,,,
Ota Ku,35.55896,139.73084,Entire rental unit,Entire home/apt,3,1.0,2.0,0.0,1.0,1.0,within an hour,3.0,1,3,5,27,85,2,21,70,20,4.69,4.66,4.53,4.54,1.48,61.101,Tokyo,1.0,33,0.3555555555555555,1.0,1.0,0.7065217391304348,0.945054945054945,0.8586956521739131,1.0,0.2555555555555555,0.5506849315068494,0.7586206896551724,0.7884615384615384,70.0,241.0,1632.0,0.0
Ciudad Jardín,40.44398,-3.67502,Entire loft,Entire home/apt,4,2.0,2.0,0.0,0.3,0.0,a few days or more,4.0,0,0,0,0,199,30,365,0,0,4.75,4.79,4.85,4.64,1.42,85.0,Madrid,2.0,15,0.6444444444444444,0.0,0.1739130434782608,1.0,0.8461538461538461,0.0,0.0,0.9888888888888888,0.3315068493150684,0.4597701149425287,0.4423076923076923,,,,
Taito Ku,35.71734,139.78557,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,0.98,0.99,within an hour,50.0,1,16,34,64,218,2,365,5,5,4.8,5.0,4.6,4.8,1.61,150.69719999999998,Tokyo,1.0,24,0.0,0.3296703296703297,0.9891304347826086,0.2826086956521739,0.6043956043956045,0.0,1.0,0.0,0.5506849315068494,0.4022988505747126,0.4038461538461538,5.0,232.0,304.0,0.0
Justicia,40.42153,-3.70013,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,0.97,0.99,within an hour,904.0,1,0,0,0,76,30,365,1,1,3.0,5.0,1.0,2.0,0.39,131.0,Madrid,0.0,28,1.0,0.6153846153846154,0.5543478260869565,1.0,1.0,0.9456521739130436,0.2282608695652174,1.0,0.3315068493150684,0.7931034482758621,0.7884615384615384,,,,
Shinjuku Ku,35.711057661129615,139.7228225797623,Private room in condo,Private room,2,1.0,2.0,0.0,1.0,0.43,within an hour,6.0,1,1,9,16,56,1,365,2,2,4.0,4.5,3.5,4.0,0.34,101.0786,Tokyo,1.0,39,0.5555555555555556,1.0,1.0,0.8260869565217391,0.8681318681318682,1.0,1.0,0.5111111111111111,0.5506849315068494,0.842911877394636,0.8557692307692308,2.0,332.0,389.0,0.0
Cortes,40.41233,-3.69655,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,within an hour,40.0,0,0,0,24,174,25,280,10,10,5.0,5.0,5.0,4.8,1.32,86.0,Madrid,1.0,30,0.3333333333333333,0.2087912087912088,1.0,0.5434782608695652,0.8791208791208791,0.0,0.8804347826086957,0.3333333333333333,0.3315068493150684,0.524904214559387,0.5192307692307692,,,,
Shibuya Ku,35.6481116,139.7108349,Entire rental unit,Entire home/apt,6,1.0,3.0,1.0,1.0,1.0,within an hour,3.0,1,2,8,17,177,1,365,5,5,5.0,5.0,5.0,4.6,4.41,153.0532,Tokyo,1.0,53,0.1444444444444445,0.0879120879120879,1.0,0.8152173913043479,0.9010989010989012,0.0326086956521739,0.7282608695652174,0.4,0.5506849315068494,0.5057471264367817,0.5384615384615384,5.0,219.0,246.0,0.0
Nueva España,40.4618,-3.68678,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,0.97,0.99,within an hour,143.0,1,21,51,81,356,1,1125,10,7,4.3,4.7,4.9,4.3,0.61,142.0,Madrid,2.0,30,0.0,0.0,0.0978260869565217,0.0,0.0989010989010988,0.0,0.0,0.0,0.3315068493150684,0.0230769230769231,0.0285714285714285,,,,
Acacias,40.4054483751848,-3.711627014861028,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,1.0,0.97,within an hour,17.0,0,16,46,76,95,28,90,27,26,4.63,4.59,4.78,4.48,2.2,90.0,Madrid,1.0,37,1.0,1.0,0.967391304347826,0.0,0.2967032967032966,1.0,1.0,0.6555555555555556,0.3315068493150684,0.7384615384615385,0.7428571428571429,,,,
Edogawa Ku,35.73683773517664,139.88514715092617,Entire rental unit,Entire home/apt,6,2.0,3.0,0.0,1.0,1.0,within an hour,26.0,1,22,52,82,357,1,365,11,0,4.64,4.64,4.64,4.64,0.53,69.9794,Tokyo,1.0,37,0.0,0.0,0.0108695652173913,0.0760869565217391,0.0879120879120879,0.0,0.0,0.0,0.5506849315068494,0.0229885057471264,0.0192307692307692,11.0,640.0,840.0,0.0
Sol,40.41768,-3.703,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,0.77,0.99,within an hour,6.0,1,12,31,55,287,1,365,3,3,4.33,5.0,5.0,4.33,0.25,262.0,Madrid,1.0,44,0.1111111111111111,0.0,0.467391304347826,0.2717391304347826,0.5384615384615384,0.0,0.1630434782608695,0.1555555555555555,0.3315068493150684,0.2260536398467433,0.1826923076923077,,,,
Embajadores,40.41035613324373,-3.7028369174503535,Private room in rental unit,Private room,2,1.0,1.0,0.0,0.97,0.98,within an hour,6.0,1,9,28,55,330,1,365,161,56,4.53,4.53,4.84,4.57,2.81,108.0,Madrid,1.0,11,0.0,0.0,0.1304347826086956,0.25,0.3736263736263736,0.0,0.0,0.011111111111111,0.3315068493150684,0.0881226053639846,0.1153846153846154,,,,
Toshima Ku,35.74216561266639,139.70821491091758,Entire rental unit,Entire home/apt,3,1.0,2.0,0.0,1.0,1.0,within an hour,8.0,1,1,1,31,212,1,365,31,19,4.77,4.68,4.55,4.74,1.31,51.3298,Tokyo,1.0,26,0.0,0.0439560439560439,1.0,0.6195652173913043,0.956043956043956,0.0,0.7173913043478262,0.0,0.5506849315068494,0.4176245210727969,0.4230769230769231,31.0,230.0,922.0,0.0
Sumida Ku,35.71079,139.81694,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,0.98,within an hour,130.0,1,21,50,80,170,1,365,93,93,4.66,4.74,4.72,4.6,10.0,80.46979999999999,Tokyo,1.0,24,0.0444444444444444,1.0,1.0,0.0869565217391304,0.4175824175824175,0.7065217391304348,1.0,0.0,0.5506849315068494,0.5210727969348659,0.5673076923076923,93.0,217.0,491.0,0.0
Embajadores,40.40928,-3.69957,Entire loft,Entire home/apt,3,1.0,2.0,0.0,0.89,0.98,within an hour,6.0,1,1,18,33,33,1,730,142,23,4.87,4.84,4.85,4.75,2.98,91.0,Madrid,1.0,43,1.0,1.0,0.9891304347826086,0.6521739130434783,0.6373626373626373,1.0,1.0,1.0,0.3315068493150684,0.9003831417624522,0.9326923076923076,,,,
Shinjuku Ku,35.72447,139.67806,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,0.98,0.97,within an hour,133.0,1,6,9,39,121,1,365,17,15,4.76,4.59,4.35,4.41,0.99,79.6824,Tokyo,1.0,29,0.1333333333333333,1.0,1.0,0.5326086956521738,0.8681318681318682,0.7934782608695652,1.0,0.0,0.5506849315068494,0.6704980842911877,0.6634615384615384,17.0,217.0,729.0,0.0
Shinjuku Ku,35.69903011346723,139.70418936231852,Entire rental unit,Entire home/apt,7,3.0,3.0,1.0,1.0,1.0,within an hour,4.0,1,12,38,62,312,1,1125,112,14,4.53,4.57,4.66,4.5,1.03,241.8,Tokyo,3.0,19,0.1888888888888888,0.0549450549450549,0.0,0.3369565217391305,0.2417582417582418,0.1304347826086956,0.0,0.2111111111111111,0.5506849315068494,0.1455938697318007,0.1442307692307692,112.0,330.0,3483.0,0.0
Puerta del Angel,40.41252,-3.72593,Entire rental unit,Entire home/apt,3,1.0,2.0,0.0,1.0,1.0,within an hour,3.0,1,4,22,48,67,2,1125,318,55,4.61,4.68,4.74,4.57,3.73,69.0,Madrid,1.0,30,1.0,1.0,0.9565217391304348,0.3152173913043478,0.5824175824175823,1.0,1.0,0.6777777777777778,0.3315068493150684,0.8,0.8571428571428572,,,,
San Diego,40.39524,-3.66619,Entire rental unit,Entire home/apt,6,3.0,3.0,0.0,0.76,0.59,within a few hours,21.0,0,20,39,69,344,2,365,1,1,5.0,5.0,5.0,5.0,0.43,143.0,Madrid,1.0,19,0.0,0.0,0.0543478260869565,0.1739130434782608,0.2307692307692307,0.0,0.0,0.0,0.3315068493150684,0.05,0.0761904761904761,,,,
Taito Ku,35.7061007,139.7816195,Room in hotel,Private room,2,1.0,1.0,0.0,1.0,0.5,Unknown,4.0,1,13,36,66,232,1,365,0,0,4.81,4.8,4.78,4.75,1.39,210.7132,Tokyo,1.0,25,0.0444444444444444,0.1428571428571429,1.0,0.2608695652173913,0.5824175824175823,0.1630434782608695,0.6739130434782609,0.0333333333333333,0.5506849315068494,0.3295019157088122,0.4519230769230768,,,,
Justicia,40.41933,-3.6978,Private room in rental unit,Private room,5,1.0,3.0,0.0,1.0,0.97,within a few hours,10.0,0,2,2,2,2,1,1125,169,31,4.72,4.83,4.93,4.74,2.03,61.0,Madrid,2.0,38,1.0,1.0,0.9782608695652174,1.0,0.978021978021978,1.0,1.0,1.0,0.3315068493150684,0.9961685823754788,0.9903846153846154,,,,
Musashino Shi,35.7004424093145,139.57984678677977,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,0.99,within an hour,68.0,1,7,29,55,59,2,90,19,7,4.58,4.74,4.53,4.37,0.83,114.9604,Tokyo,1.0,45,1.0,1.0,1.0,0.3586956521739131,0.6813186813186813,1.0,1.0,0.6666666666666667,0.5506849315068494,0.8122605363984674,0.903846153846154,19.0,377.0,902.0,0.0
Palacio,40.42133,-3.70842,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,1.0,within an hour,138.0,1,9,35,65,335,1,365,133,34,4.68,4.53,4.89,4.62,1.6,179.0,Madrid,1.0,30,0.0555555555555555,0.0,0.1630434782608695,0.108695652173913,0.2747252747252747,0.0,0.0,0.0555555555555555,0.3315068493150684,0.0881226053639846,0.0673076923076922,,,,
Palacio,40.42062,-3.70808,Entire rental unit,Entire home/apt,2,1.0,2.0,0.0,1.0,0.99,Unknown,1.0,1,0,0,0,0,2,1125,36,0,4.5,4.53,4.91,4.34,0.31,60.0,Madrid,1.0,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3315068493150684,1.0,1.0,,,,
Universidad,40.42376749725767,-3.709520548582077,Entire rental unit,Entire home/apt,5,2.0,2.0,0.0,0.98,0.98,within an hour,5.0,0,0,2,17,165,2,1125,114,95,4.67,4.73,4.85,4.64,7.37,115.0,Madrid,1.0,22,0.1777777777777778,0.2087912087912088,1.0,0.7934782608695652,0.912087912087912,0.0,0.8804347826086957,0.4,0.3315068493150684,0.5325670498084292,0.5865384615384616,,,,
Sumida Ku,35.71682,139.81119,Entire rental unit,Entire home/apt,1,0.0,1.0,0.0,1.0,0.99,within an hour,12.0,1,6,16,18,18,1,365,21,3,4.81,4.57,4.71,4.9,0.48,60.9832,Tokyo,0.0,32,1.0,1.0,1.0,0.8043478260869565,0.8021978021978022,1.0,1.0,1.0,0.5506849315068494,0.942528735632184,0.971153846153846,21.0,334.0,1515.0,0.0
Shinjuku Ku,35.7040415,139.6923645,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,1.0,within an hour,1.0,1,1,1,1,1,1,365,45,45,4.49,4.18,4.51,4.6,4.02,24.8496,Tokyo,1.0,32,1.0,1.0,0.9891304347826086,1.0,0.989010989010989,1.0,1.0,1.0,0.5506849315068494,0.9961685823754788,1.0,45.0,235.0,547.0,0.0
Minato Ku,35.6431117,139.7536969,Entire rental unit,Entire home/apt,1,1.0,1.0,0.0,1.0,1.0,within an hour,41.0,1,6,10,37,120,1,180,9,9,4.78,5.0,4.67,4.89,2.76,34.5464,Tokyo,1.0,28,0.0777777777777777,1.0,1.0,0.5978260869565217,0.8681318681318682,0.7065217391304348,1.0,0.0999999999999999,0.5506849315068494,0.6590038314176245,0.7019230769230769,9.0,217.0,310.0,0.0
Shinjuku Ku,35.68527,139.68942,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,1.0,0.99,within an hour,95.0,1,4,8,28,28,3,365,0,0,4.81,4.8,4.78,4.75,1.39,53.8532,Tokyo,1.0,34,1.0,1.0,0.9891304347826086,0.7065217391304348,0.8791208791208791,1.0,1.0,0.8111111111111111,0.5506849315068494,0.9157088122605364,0.9423076923076924,,,,
Toshima Ku,35.7357,139.75131,Private room in home,Private room,3,1.0,2.0,1.0,1.0,1.0,within a few hours,5.0,0,10,38,59,59,4,60,39,14,4.85,4.72,4.85,4.9,0.49,55.8,Tokyo,1.0,22,1.0,1.0,0.9891304347826086,0.3695652173913043,0.5604395604395604,1.0,1.0,0.7888888888888889,0.5506849315068494,0.8275862068965517,0.8653846153846154,39.0,264.0,2592.0,0.0
Berruguete,40.4597,-3.70893,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,0.99,0.99,within an hour,5.0,0,6,23,50,50,1,1125,52,52,4.85,4.92,4.59,4.82,5.05,116.0,Madrid,1.0,43,1.0,1.0,0.9565217391304348,0.5,0.5494505494505495,1.0,1.0,0.9,0.3315068493150684,0.8461538461538461,0.9047619047619048,,,,
Sumida Ku,35.69407,139.81677,Entire rental unit,Entire home/apt,6,2.0,3.0,0.0,1.0,1.0,within an hour,1.0,1,1,3,9,232,2,365,12,12,4.92,4.92,4.92,4.83,5.29,109.5416,Tokyo,1.0,35,0.3444444444444444,0.1538461538461538,0.0543478260869565,0.9021739130434784,0.6593406593406593,0.0869565217391304,0.1195652173913043,0.6,0.5506849315068494,0.3448275862068966,0.4134615384615384,12.0,219.0,280.0,0.0
Adachi Ku,35.76062434079757,139.81098674665094,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,0.98,1.0,within an hour,44.0,1,9,14,44,137,1,365,9,9,4.78,4.75,4.38,5.0,2.57,45.4212,Tokyo,1.0,28,0.011111111111111,1.0,1.0,0.4782608695652174,0.8131868131868132,0.6739130434782609,1.0,0.0,0.5506849315068494,0.6360153256704981,0.5961538461538461,9.0,214.0,317.0,0.0
Edogawa Ku,35.735438447867594,139.88965020511372,Entire rental unit,Entire home/apt,6,1.0,5.0,0.0,1.0,0.99,within an hour,9.0,1,7,17,43,167,1,180,11,11,3.73,3.82,3.73,3.73,1.61,54.7708,Tokyo,1.0,25,0.0,0.6703296703296704,1.0,0.4891304347826086,0.7802197802197802,0.3369565217391305,1.0,0.0444444444444444,0.5506849315068494,0.5402298850574713,0.5480769230769231,11.0,229.0,417.0,0.0
Minato Ku,35.62772,139.73374,Entire rental unit,Entire home/apt,3,1.0,2.0,0.0,1.0,1.0,within an hour,34.0,1,3,5,14,132,1,180,79,22,4.87,4.78,4.85,4.8,2.03,133.3124,Tokyo,1.0,36,0.4888888888888889,0.2527472527472527,1.0,0.8043478260869565,0.934065934065934,0.467391304347826,0.7282608695652174,0.4222222222222223,0.5506849315068494,0.632183908045977,0.6538461538461539,79.0,235.0,1379.0,0.0
Koto Ku,35.70001,139.8242,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,0.98,within an hour,4.0,1,15,23,42,258,2,365,0,0,4.81,4.8,4.78,4.75,1.39,87.1906,Tokyo,1.0,12,0.5333333333333333,0.1098901098901099,0.0108695652173913,0.5217391304347826,0.4065934065934066,0.3260869565217391,0.0,0.4444444444444444,0.5506849315068494,0.2720306513409961,0.3461538461538461,,,,
Minato Ku,35.65001589837634,139.74500714256385,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,1.0,1.0,within an hour,22.0,1,9,9,35,278,30,365,0,0,4.81,4.8,4.78,4.75,1.39,124.4464,Tokyo,1.0,34,0.0222222222222222,0.3296703296703297,0.0217391304347825,0.5760869565217391,0.5934065934065934,0.3478260869565217,0.0,0.011111111111111,0.5506849315068494,0.2375478927203065,0.2403846153846154,,,,
San Pascual,40.44822080122559,-3.648557806398861,Private room in rental unit,Private room,2,1.0,1.0,0.0,1.0,0.98,within an hour,1.0,0,25,50,79,137,1,365,21,21,4.24,3.9,4.43,4.1,4.14,37.0,Madrid,1.0,33,0.9888888888888888,1.0,0.4565217391304348,0.0652173913043477,0.1208791208791209,0.9891304347826086,0.7282608695652174,0.6555555555555556,0.3315068493150684,0.6307692307692307,0.6095238095238096,,,,
Universidad,40.4264,-3.70957,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,1.0,within an hour,98.0,1,6,34,64,339,1,1125,124,14,4.67,4.69,4.9,4.62,2.52,46.0,Madrid,1.0,38,0.0,0.0,0.1630434782608695,0.1195652173913043,0.2857142857142857,0.0,0.0,0.0,0.3315068493150684,0.073076923076923,0.0666666666666666,,,,
Almenara,40.47029,-3.69983,Private room in rental unit,Private room,1,1.0,1.0,0.0,1.0,0.93,within a few hours,2.0,0,3,26,56,331,1,365,1,1,5.0,5.0,4.0,5.0,0.35,37.0,Madrid,1.0,10,0.0,0.0,0.1739130434782608,0.1956521739130434,0.3736263736263736,0.0,0.0,0.0,0.3315068493150684,0.0996168582375478,0.0769230769230768,,,,
Justicia,40.42007882860235,-3.7004817692629537,Entire rental unit,Entire home/apt,3,1.0,2.0,1.0,1.0,1.0,within an hour,4.0,1,4,12,35,300,1,365,44,25,4.86,4.82,4.95,4.8,2.02,181.0,Madrid,1.0,47,0.0,0.0549450549450549,0.217391304347826,0.4347826086956522,0.5494505494505495,0.0543478260869565,0.0543478260869565,0.0555555555555555,0.3315068493150684,0.1839080459770115,0.1634615384615384,,,,
Shinjuku Ku,35.7140055,139.6870392,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,within an hour,8.0,0,17,40,69,340,1,365,9,9,4.56,4.44,4.78,4.56,0.98,69.5578,Tokyo,1.0,26,0.0,0.0,0.0108695652173913,0.2608695652173913,0.2197802197802197,0.0,0.0,0.0555555555555555,0.5506849315068494,0.0613026819923371,0.0865384615384615,9.0,340.0,488.0,0.0
Kodaira Shi,35.7221699,139.451924,Private room in home,Private room,4,1.0,4.0,0.0,1.0,0.89,within a few hours,1.0,0,20,33,60,236,1,180,27,25,4.96,4.93,4.48,4.7,2.09,52.9666,Tokyo,1.0,34,0.0444444444444444,0.0549450549450549,0.9782608695652174,0.3260869565217391,0.6373626373626373,0.0434782608695651,0.7282608695652174,0.0,0.5506849315068494,0.3333333333333333,0.4038461538461538,27.0,258.0,599.0,0.0
Valdeacederas,40.46761,-3.70961,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,0.86,0.57,within a day,541.0,0,0,0,0,20,1,365,0,0,4.75,4.79,4.85,4.64,1.42,94.0,Madrid,1.0,11,1.0,1.0,0.782608695652174,1.0,0.8571428571428572,1.0,0.9239130434782608,1.0,0.3315068493150684,0.946153846153846,0.9428571428571428,,,,
Sumida Ku,35.70361,139.8132,Room in aparthotel,Entire home/apt,8,2.0,4.0,0.0,0.94,0.91,within an hour,76.0,0,23,53,83,146,2,99,9,1,4.56,4.44,4.33,4.33,0.13,162.9732,Tokyo,2.0,35,0.3444444444444444,1.0,1.0,0.0543478260869565,0.3846153846153846,1.0,1.0,0.0,0.5506849315068494,0.5977011494252873,0.6057692307692308,9.0,301.0,2265.0,0.0
Pinar del Rey,40.47318772521944,-3.649616477236645,Private room in rental unit,Private room,2,1.0,1.0,1.0,1.0,1.0,within an hour,2.0,0,1,6,16,28,1,365,404,186,4.93,4.96,4.79,4.92,15.04,48.0,Madrid,1.0,40,1.0,1.0,1.0,0.6956521739130435,0.9010989010989012,1.0,1.0,0.7888888888888889,0.3315068493150684,0.9230769230769232,0.923809523809524,,,,
Suginami Ku,35.70422,139.6118,Entire rental unit,Entire home/apt,7,2.0,5.0,0.0,0.99,0.99,within an hour,63.0,1,10,26,45,45,3,365,0,0,4.81,4.8,4.78,4.75,1.39,48.8932,Tokyo,1.0,32,1.0,1.0,1.0,0.5108695652173914,0.6923076923076923,1.0,1.0,0.8111111111111111,0.5506849315068494,0.8735632183908046,0.8846153846153846,,,,
Shibuya Ku,35.65921,139.69693,Entire rental unit,Entire home/apt,4,1.0,3.0,0.0,1.0,0.93,within an hour,19.0,0,0,0,2,28,2,365,91,52,4.75,4.68,4.93,4.77,3.37,174.468,Tokyo,1.0,44,1.0,0.7142857142857143,1.0,0.9782608695652174,1.0,1.0,0.7173913043478262,0.9777777777777776,0.5506849315068494,0.9157088122605364,0.9423076923076924,91.0,216.0,1021.0,0.0
Adachi Ku,35.78368,139.76206,Private room in condo,Private room,2,1.0,2.0,0.0,0.97,1.0,within an hour,14.0,0,0,8,29,84,3,730,56,2,4.68,4.82,4.18,4.82,0.68,38.2044,Tokyo,1.0,28,0.3888888888888888,1.0,1.0,0.6847826086956521,0.8791208791208791,1.0,1.0,0.1888888888888888,0.5506849315068494,0.7586206896551724,0.7980769230769231,56.0,275.0,2675.0,0.0
Sumida Ku,35.708399500927214,139.81402856392418,Room in hotel,Private room,2,1.0,1.0,0.0,1.0,1.0,within an hour,8.0,1,11,38,68,249,1,365,0,0,4.81,4.8,4.78,4.75,1.39,91.233,Tokyo,1.0,6,0.0,0.0439560439560439,1.0,0.217391304347826,0.5494505494505495,0.0,0.7173913043478262,0.0,0.5506849315068494,0.3065134099616858,0.3461538461538461,,,,
Setagaya Ku,35.641381090180964,139.66419652104378,Entire rental unit,Entire home/apt,5,1.0,5.0,1.0,1.0,1.0,within an hour,3.0,1,5,7,10,167,3,72,315,39,4.91,4.96,4.66,4.84,2.91,111.073,Tokyo,1.0,39,0.4222222222222223,0.1868131868131868,0.6630434782608696,0.8913043478260869,0.8351648351648352,0.1956521739130434,0.5326086956521738,0.6111111111111112,0.5506849315068494,0.5517241379310345,0.5192307692307692,315.0,223.0,3465.0,0.0
Sol,40.41703,-3.70646,Private room in rental unit,Private room,1,1.0,1.0,0.0,0.99,0.73,within an hour,27.0,0,0,0,16,34,30,365,2,2,3.5,5.0,4.0,3.0,0.18,55.0,Madrid,1.0,6,1.0,1.0,1.0,0.6304347826086957,0.967032967032967,1.0,1.0,0.6555555555555556,0.3315068493150684,0.9080459770114944,0.903846153846154,,,,
