neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,host_is_superhost,host_response_rate,host_acceptance_rate,host_response_time,host_listings_count,instant_bookable,availability_30,availability_60,availability_90,availability_365,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,city,bathrooms,amenities_count,occupancy_q1,occupancy_q2,occupancy_q3,occupancy_q4,occupancy_autumn,occupancy_spring,occupancy_summer,occupancy_winter,occupancy_rate,occupancy_weekday,occupancy_weekend,total_reviews,days_since_last_review,listing_age_days,reviews_last_6m
Sumida Ku,35.73104773727627,139.8243754969589,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,0.9,1.0,within an hour,2.0,1,6,20,26,201,1,365,13,9,4.77,5.0,4.54,4.77,0.8,51.3732,Tokyo,1.0,33,0.1555555555555555,0.3516483516483516,0.5652173913043479,0.7173913043478262,0.7362637362637363,0.4130434782608695,0.2826086956521739,0.3666666666666667,0.5506849315068494,0.475095785440613,0.3846153846153846,13.0,256.0,702.0,0.0
Shinjuku Ku,35.69974,139.70549,Entire rental unit,Entire home/apt,6,1.0,5.0,1.0,1.0,1.0,within an hour,146.0,1,2,9,35,299,1,365,134,66,4.82,4.89,4.84,4.78,5.35,137.2866,Tokyo,1.0,35,0.1222222222222222,0.0,0.0108695652173913,0.5869565217391304,0.5604395604395604,0.0,0.0,0.1666666666666666,0.5506849315068494,0.1800766283524904,0.1826923076923077,134.0,223.0,963.0,0.0
Taito Ku,35.702381,139.777374,Entire serviced apartment,Entire home/apt,3,1.0,2.0,0.0,1.0,1.0,within an hour,11.0,1,1,5,30,284,1,99,47,9,4.57,4.7,4.79,4.6,0.91,90.8796,Tokyo,1.0,29,0.2111111111111111,0.0,0.0108695652173913,0.6630434782608696,0.6263736263736264,0.0652173913043477,0.0,0.1999999999999999,0.5506849315068494,0.2260536398467433,0.2115384615384615,47.0,370.0,1769.0,0.0
Shinjuku Ku,35.71098,139.70333,Entire rental unit,Entire home/apt,9,2.0,5.0,0.0,1.0,1.0,within an hour,134.0,1,5,14,25,300,1,365,0,0,4.81,4.8,4.78,4.75,1.39,186.0,Tokyo,1.0,32,0.0,0.0,0.0108695652173913,0.6956521739130435,0.5274725274725275,0.0,0.0,0.1888888888888888,0.5506849315068494,0.1685823754789271,0.2019230769230768,,,,
Sumida Ku,35.69304,139.79056,Entire rental unit,Entire home/apt,6,2.0,3.0,1.0,1.0,0.99,within an hour,52.0,1,16,20,42,123,30,365,0,0,4.81,4.8,4.78,4.75,1.39,91.76,Tokyo,1.0,31,0.1333333333333333,1.0,0.9891304347826086,0.5217391304347826,0.7802197802197802,0.7934782608695652,1.0,0.0666666666666666,0.5506849315068494,0.6551724137931034,0.6826923076923077,,,,
Toshima Ku,35.7361513,139.7370118,Entire rental unit,Entire home/apt,7,3.0,5.0,0.0,1.0,0.98,within an hour,51.0,1,3,12,24,268,1,365,18,18,4.67,4.61,4.61,4.61,1.57,121.7432,Tokyo,1.5,38,0.2444444444444444,0.0549450549450549,0.0217391304347825,0.7391304347826086,0.5274725274725275,0.1304347826086956,0.0,0.4111111111111111,0.5506849315068494,0.2681992337164751,0.2596153846153846,18.0,238.0,557.0,0.0
Taito Ku,35.7037902,139.780705,Entire rental unit,Entire home/apt,6,2.0,2.0,0.0,1.0,1.0,within an hour,2.0,1,5,11,27,98,1,365,7,7,5.0,5.0,4.57,4.86,1.63,196.7942,Tokyo,1.0,34,0.2111111111111111,1.0,1.0,0.7065217391304348,0.8571428571428572,0.6956521739130435,1.0,0.3666666666666667,0.5506849315068494,0.7279693486590038,0.7403846153846154,7.0,282.0,340.0,0.0
Taito Ku,35.7123,139.78822,Entire rental unit,Entire home/apt,2,1.0,2.0,1.0,1.0,1.0,within an hour,174.0,1,13,33,63,338,3,365,2,2,5.0,5.0,4.5,5.0,1.25,92.8946,Tokyo,1.0,30,0.0,0.0,0.0,0.2934782608695652,0.2967032967032966,0.0,0.0,0.0,0.5506849315068494,0.0651340996168582,0.0961538461538461,2.0,230.0,259.0,0.0
Shibuya Ku,35.65699,139.69476,Entire rental unit,Entire home/apt,2,0.0,2.0,0.0,1.0,1.0,within an hour,50.0,1,2,8,27,302,2,365,82,13,4.8,4.74,4.87,4.61,0.99,162.1796,Tokyo,1.0,38,0.0,0.0,0.0217391304347825,0.6630434782608696,0.5714285714285714,0.0,0.0,0.1222222222222222,0.5506849315068494,0.1762452107279694,0.1634615384615384,82.0,220.0,2701.0,0.0
Shinjuku Ku,35.69927,139.69377,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,1.0,within an hour,2.0,0,19,40,42,191,1,60,76,15,4.36,4.14,4.63,4.21,1.05,117.273,Tokyo,1.0,31,0.3111111111111111,0.0439560439560439,1.0,0.5434782608695652,0.5384615384615384,0.0,0.7173913043478262,0.6555555555555556,0.5506849315068494,0.4712643678160919,0.4903846153846154,76.0,319.0,2383.0,0.0
Taito Ku,35.7181,139.80312,Entire rental unit,Entire home/apt,4,1.0,3.0,0.0,1.0,1.0,within an hour,72.0,1,3,12,35,175,2,365,28,8,4.68,4.61,4.59,4.68,1.27,109.709,Tokyo,1.0,33,0.1888888888888888,0.2747252747252747,1.0,0.6086956521739131,0.8461538461538461,0.2065217391304348,0.7391304347826086,0.2888888888888888,0.5506849315068494,0.524904214559387,0.5096153846153846,28.0,267.0,872.0,0.0
Toshima Ku,35.7314,139.73633,Entire rental unit,Entire home/apt,2,1.0,2.0,0.0,1.0,1.0,within an hour,166.0,1,5,8,30,121,1,365,30,7,4.43,4.43,4.8,4.37,0.81,107.9234,Tokyo,1.5,33,0.0333333333333333,1.0,0.9891304347826086,0.6413043478260869,0.912087912087912,0.6956521739130435,1.0,0.0555555555555555,0.5506849315068494,0.6666666666666667,0.6730769230769231,30.0,244.0,1327.0,0.0
Taito Ku,35.72466,139.79475,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,1.0,1.0,within an hour,55.0,1,12,38,68,343,3,365,4,4,4.5,4.75,3.75,4.5,0.37,59.0302,Tokyo,1.0,32,0.0,0.0,0.0,0.2391304347826086,0.2417582417582418,0.0,0.0,0.0,0.5506849315068494,0.0498084291187739,0.0865384615384615,4.0,354.0,533.0,0.0
Shibuya Ku,35.65663,139.69298,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,1.0,0.97,within an hour,2.0,0,1,4,19,96,1,90,51,44,4.88,4.92,4.82,4.78,3.84,115.2208,Tokyo,1.0,41,0.1444444444444445,1.0,1.0,0.7934782608695652,0.945054945054945,0.6956521739130435,1.0,0.3,0.5506849315068494,0.7432950191570882,0.7211538461538461,51.0,227.0,610.0,0.0
Sumida Ku,35.704549920118204,139.8016522249676,Entire rental unit,Entire home/apt,3,2.0,2.0,0.0,0.99,0.99,within an hour,96.0,1,6,11,41,122,1,365,20,15,4.95,4.8,4.75,4.9,1.37,83.83019999999999,Tokyo,1.0,32,0.1333333333333333,1.0,1.0,0.5217391304347826,0.8571428571428572,0.7934782608695652,1.0,0.0,0.5506849315068494,0.6704980842911877,0.6538461538461539,20.0,232.0,648.0,0.0
Shinjuku Ku,35.70633,139.69896,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,1.0,within an hour,105.0,1,7,17,31,69,2,180,0,0,4.81,4.8,4.78,4.75,1.39,126.5544,Tokyo,1.0,35,0.5777777777777777,1.0,1.0,0.6630434782608696,0.7912087912087912,0.8695652173913043,1.0,0.5777777777777777,0.5506849315068494,0.9080459770114944,0.5673076923076923,,,,
Taito Ku,35.70171029999999,139.7794773,Room in aparthotel,Entire home/apt,5,1.0,2.0,0.0,1.0,1.0,within a few hours,4.0,1,27,57,87,177,1,365,12,0,4.67,4.83,4.33,4.67,0.3,224.3284,Tokyo,1.0,35,0.0333333333333333,1.0,1.0,0.0217391304347825,0.3516483516483516,0.6956521739130435,1.0,0.0,0.5506849315068494,0.5172413793103448,0.5096153846153846,12.0,595.0,1397.0,0.0
Toshima Ku,35.73367,139.72037,Entire rental unit,Entire home/apt,5,1.0,3.0,0.0,1.0,1.0,within an hour,4.0,1,0,4,9,43,3,1125,57,1,4.42,4.32,4.54,4.58,0.75,44.2866,Tokyo,1.0,18,0.6222222222222222,1.0,1.0,0.9021739130434784,0.956043956043956,1.0,1.0,0.5666666666666667,0.5506849315068494,0.8812260536398467,0.8846153846153846,57.0,578.0,2502.0,0.0
Shinjuku Ku,35.69846725463867,139.70431518554688,Private room in rental unit,Private room,2,1.0,2.0,1.0,1.0,0.92,within an hour,12.0,0,0,0,27,134,2,90,61,5,4.95,4.77,4.84,4.79,0.74,74.4062,Tokyo,1.0,44,0.1444444444444445,0.6703296703296704,1.0,0.7065217391304348,0.989010989010989,0.3369565217391305,1.0,0.1999999999999999,0.5506849315068494,0.632183908045977,0.6346153846153846,61.0,422.0,2682.0,0.0
Musashino Shi,35.7004443,139.5812891,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,0.99,within an hour,68.0,1,14,34,55,59,2,90,24,11,4.63,4.63,4.83,4.88,0.92,122.5368,Tokyo,1.0,43,1.0,1.0,0.9891304347826086,0.3695652173913043,0.6263736263736264,1.0,1.0,0.7222222222222222,0.5506849315068494,0.8314176245210728,0.8557692307692308,24.0,220.0,994.0,0.0
Sumida Ku,35.727966937209466,139.82746389826062,Entire home,Entire home/apt,10,4.0,5.0,1.0,1.0,0.99,within an hour,5.0,1,2,9,25,200,2,90,13,13,5.0,5.0,5.0,5.0,3.02,200.4584,Tokyo,1.5,36,0.0333333333333333,0.0549450549450549,1.0,0.7065217391304348,0.9010989010989012,0.0,0.7282608695652174,0.1777777777777778,0.5506849315068494,0.4521072796934866,0.4519230769230768,13.0,215.0,341.0,0.0
Sumida Ku,35.68891,139.80732,Entire rental unit,Entire home/apt,8,1.0,4.0,0.0,1.0,0.98,within an hour,3.0,1,9,24,54,315,1,28,4,4,5.0,5.0,5.0,5.0,1.82,128.2346,Tokyo,1.0,28,0.1222222222222222,0.0,0.0108695652173913,0.4130434782608695,0.3956043956043956,0.0,0.0,0.1555555555555555,0.5506849315068494,0.1340996168582375,0.1442307692307692,4.0,220.0,277.0,0.0
Shinjuku Ku,35.695652463911564,139.7064491790985,Entire rental unit,Entire home/apt,6,2.0,5.0,1.0,1.0,1.0,within an hour,2.0,1,3,10,26,55,3,14,1,1,5.0,5.0,5.0,5.0,1.0,191.146,Tokyo,1.5,24,0.6777777777777778,1.0,1.0,0.7173913043478262,0.8791208791208791,1.0,1.0,0.5111111111111111,0.5506849315068494,0.8544061302681992,0.8365384615384616,1.0,221.0,221.0,0.0
Sumida Ku,35.69343669700432,139.80031738836058,Entire rental unit,Entire home/apt,7,1.0,4.0,0.0,1.0,1.0,within an hour,3.0,1,14,37,67,157,1,365,2,2,5.0,5.0,4.5,4.5,0.92,82.7886,Tokyo,1.0,32,0.0333333333333333,1.0,1.0,0.2391304347826086,0.5714285714285714,0.6956521739130435,1.0,0.0,0.5506849315068494,0.5632183908045977,0.5865384615384616,2.0,255.0,276.0,0.0
