price_eur,log_price_eur,neighbourhood_cleansed,neighbourhood_group,property_group,room_type,bathroom_type,capacity_bucket,host_response_time,host_scale_bucket,review_recency_bucket,latitude,longitude,distance_to_center_km,is_central_5km,neighbourhood_listing_count,accommodates,bedrooms,beds,bathrooms,amenities_count,has_wifi,has_kitchen,has_air_conditioning,has_washer,has_dedicated_workspace,has_tv,has_parking,has_elevator,has_heating,has_self_checkin,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_tenure_days,days_since_last_review,review_history_days,has_reviews,minimum_nights_capped,is_professional_host,calendar_unavailable_rate,calendar_unavailable_q1,calendar_unavailable_q2,calendar_unavailable_q3,calendar_unavailable_q4,calendar_unavailable_autumn,calendar_unavailable_spring,calendar_unavailable_summer,calendar_unavailable_winter,calendar_unavailable_weekday,calendar_unavailable_weekend,beds_per_guest,bathrooms_per_guest,reviews_last_6m,has_rating,reviewed_last_30d,reviewed_last_90d,low_availability_30,high_annual_availability,availability_30_ratio,availability_365_ratio,calendar_weekend_unavailable_gap
106.0,4.672828834461906,Embajadores,Centro,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_90d,40.40781,-3.70136,1.0208,1,1878,3,1.0,2.0,1.0,19,1,1,1,1,0,1,0,0,1,1,1.0,1.0,0.0,27.0,1.0,1.0,30,5,23,49,154,82,48,0,56,4.54,4.74,4.72,4.78,4.74,4.57,4.54,1.0,26,26,0,0,4.58,3276.0,38.0,498.0,1,1,1,0.5780821917808219,0.0333333333333333,1.0,0.9782608695652174,0.2934782608695652,0.6043956043956044,0.6956521739130435,1.0,0.0,0.5632183908045977,0.6153846153846154,0.6667,0.3333,14.0,1,0,1,1,0,0.1667,0.4219,0.0522
209.0,5.3471075307174685,Berruguete,Tetuán,Apartment/condo,Entire home/apt,Standard,large_group,within an hour,professional_host,reviewed_30d,40.460645826542994,-3.702036020623776,4.8777,1,193,8,2.0,3.0,1.0,27,1,1,1,1,1,1,0,0,1,1,1.0,1.0,0.0,11.0,1.0,1.0,1125,17,46,75,332,112,58,2,57,4.65,4.77,4.71,4.79,4.87,4.48,4.46,1.0,9,9,0,0,4.69,2613.0,14.0,702.0,1,1,1,0.0904109589041095,0.0111111111111111,0.0,0.2826086956521739,0.0652173913043478,0.3186813186813186,0.0,0.0326086956521739,0.0111111111111111,0.0804597701149425,0.1153846153846153,0.375,0.125,33.0,1,1,1,0,1,0.5667,0.9096,0.0349
250.0,5.525452939131784,Justicia,Centro,Apartment/condo,Entire home/apt,Standard,family_group,within an hour,small_multi_host,reviewed_30d,40.42001,-3.70042,0.4575,1,861,5,3.0,3.0,2.0,14,1,1,1,1,0,1,0,1,1,0,1.0,0.98,1.0,2.0,1.0,1.0,60,5,12,32,192,71,51,3,31,4.85,4.83,4.83,4.87,4.9,4.87,4.7,0.0,2,2,0,0,0.73,4445.0,17.0,2883.0,1,3,0,0.473972602739726,0.1,0.2087912087912088,0.967391304347826,0.6086956521739131,0.7912087912087912,0.0,0.8804347826086957,0.2222222222222222,0.4597701149425287,0.5096153846153846,0.6,0.4,21.0,1,1,1,1,0,0.1667,0.526,0.0498
36.0,3.610917912644224,Arcos,San Blas - Canillejas,House/villa,Private room,Shared,couple,within an hour,single_listing,reviewed_30d,40.418295890499714,-3.61551709576255,7.4756,0,30,2,1.0,1.0,1.5,12,1,0,1,1,1,1,1,0,0,0,1.0,0.96,0.0,1.0,1.0,1.0,365,1,4,4,46,30,30,10,0,4.87,4.93,4.87,4.93,4.93,4.73,4.87,0.0,1,0,1,0,9.09,2315.0,2.0,96.0,1,1,0,0.873972602739726,0.9888888888888888,0.5494505494505495,0.9891304347826086,0.967391304347826,0.956043956043956,0.6630434782608695,0.8913043478260869,0.9888888888888888,0.8730769230769231,0.8761904761904762,0.5,0.75,30.0,1,1,1,1,0,0.0333,0.126,0.0031
183.0,5.214935757608986,Palacio,Centro,Apartment/condo,Private room,Private,small_group,within an hour,professional_host,reviewed_30d,40.41509,-3.71212,0.7296,1,1354,4,1.0,3.0,1.0,19,1,1,1,1,1,1,0,0,1,0,0.99,0.94,1.0,9.0,1.0,1.0,365,26,56,85,340,1,1,1,0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,0.0,9,1,8,0,1.0,416.0,5.0,0.0,1,1,1,0.0684931506849315,0.1555555555555555,0.0,0.0760869565217391,0.0434782608695652,0.0439560439560439,0.0434782608695652,0.0326086956521739,0.1555555555555555,0.073076923076923,0.0571428571428571,0.75,0.25,1.0,1,1,1,0,1,0.8667,0.9315,-0.0159
204.0,5.3230099791384085,Almagro,Chamberí,Apartment/condo,Entire home/apt,Standard,family_group,within an hour,large_operator,no_reviews,40.43416,-3.69667,2.0225,1,166,6,3.0,5.0,2.0,32,1,1,1,1,1,1,0,1,1,0,0.97,0.99,0.0,904.0,1.0,1.0,330,0,0,0,204,0,0,0,0,,,,,,,,1.0,384,384,0,0,,1949.0,,,0,30,1,0.4410958904109589,0.2,0.0,0.5543478260869565,1.0,1.0,0.0,0.2282608695652173,0.5444444444444444,0.4406130268199233,0.4423076923076923,0.8333,0.3333,0.0,0,0,0,1,0,0.0,0.5589,0.0017
157.0,5.062595033026967,Arapiles,Chamberí,Apartment/condo,Entire home/apt,Standard,couple,within an hour,small_multi_host,reviewed_30d,40.43608370086663,-3.710630544304223,2.2208,1,206,2,1.0,1.0,1.0,23,1,1,1,1,1,1,0,1,1,0,1.0,0.84,0.0,2.0,1.0,1.0,60,2,2,2,227,16,16,2,3,4.75,4.94,4.81,4.94,4.94,4.94,4.75,0.0,2,2,0,0,1.83,2386.0,19.0,242.0,1,1,0,0.3780821917808219,0.3444444444444444,0.0,0.1739130434782608,0.9891304347826086,0.8351648351648352,0.0,0.0,0.6888888888888889,0.3769230769230769,0.3809523809523809,0.5,0.5,5.0,1,1,1,1,0,0.0667,0.6219,0.004
32.0,3.49650756146648,Valdefuentes,Hortaleza,House/villa,Private room,Shared,couple,within a few hours,single_listing,reviewed_30d,40.483132180087296,-3.652994890617133,8.5372,0,108,2,1.0,1.0,1.0,23,1,1,0,1,1,1,1,0,0,0,1.0,0.94,0.0,1.0,1.0,1.0,365,1,20,50,140,91,33,1,33,4.73,4.74,4.73,4.77,4.68,4.57,4.69,0.0,1,0,1,0,2.78,2226.0,6.0,976.0,1,2,0,0.6164383561643836,0.2111111111111111,1.0,1.0,0.25,0.5824175824175825,0.8695652173913043,1.0,0.0,0.6153846153846154,0.6190476190476191,0.5,0.5,18.0,1,1,1,1,0,0.0333,0.3836,0.0037
116.0,4.762173934797756,Palacio,Centro,Guesthouse/hostel,Private room,Shared,couple,,professional_host,no_reviews,40.421,-3.70887,0.6343,1,1354,2,1.0,2.0,2.0,8,1,0,1,0,0,1,0,0,0,0,,1.0,0.0,6.0,1.0,1.0,365,1,28,58,161,0,0,0,0,,,,,,,,1.0,6,0,6,0,,4618.0,,,0,1,1,0.5589041095890411,0.0555555555555555,1.0,1.0,0.1739130434782608,0.5054945054945055,0.717391304347826,1.0,0.0,0.5555555555555556,0.5673076923076923,1.0,1.0,0.0,0,0,0,1,0,0.0333,0.4411,0.0118
238.0,5.476463551931511,Ibiza,Retiro,Apartment/condo,Entire home/apt,Standard,small_group,a few days or more,single_listing,reviewed_30d,40.419299,-3.6769617,2.289,1,218,4,2.0,2.0,2.0,55,1,1,1,1,1,1,1,1,1,0,0.0,0.57,0.0,1.0,1.0,1.0,365,3,3,3,21,5,2,1,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1,1,0,0,0.33,3108.0,12.0,437.0,1,4,0,0.9424657534246575,0.8111111111111111,1.0,1.0,0.9565217391304348,0.967032967032967,0.9239130434782608,1.0,0.8777777777777778,0.9384615384615383,0.9523809523809524,0.5,0.5,2.0,1,1,1,1,0,0.1,0.0575,0.0139
89.0,4.499809670330265,Imperial,Arganzuela,House/villa,Private room,Private,couple,within an hour,single_listing,reviewed_30d,40.4136439,-3.7177678,1.2335,1,127,2,1.0,1.0,1.0,56,1,1,1,1,1,1,1,0,1,0,1.0,0.96,1.0,1.0,1.0,1.0,1125,3,12,30,288,66,66,3,10,4.94,4.94,4.98,4.91,4.98,4.94,4.89,0.0,1,0,1,0,6.41,3665.0,8.0,300.0,1,2,0,0.210958904109589,0.0444444444444444,0.0439560439560439,0.1630434782608695,0.5869565217391305,0.6263736263736264,0.0217391304347826,0.0217391304347826,0.1777777777777777,0.1923076923076923,0.2571428571428571,0.5,0.5,39.0,1,1,1,1,1,0.1,0.789,0.0648
232.0,5.4510384535657,Delicias,Arganzuela,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_30d,40.39768,-3.69415,2.2776,1,126,4,2.0,2.0,1.0,34,1,1,1,1,1,1,0,1,1,1,1.0,0.99,,83.0,1.0,0.0,1125,8,31,54,320,22,5,1,3,4.68,4.86,4.73,4.64,4.82,4.5,4.45,1.0,77,75,2,0,0.68,1411.0,8.0,958.0,1,1,1,0.1232876712328767,0.0333333333333333,0.0,0.1956521739130435,0.2608695652173913,0.4065934065934066,0.0,0.0217391304347826,0.0666666666666666,0.1153846153846153,0.1428571428571428,0.5,0.25,4.0,1,1,1,0,1,0.2667,0.8767,0.0275
82.0,4.418840607796598,San Isidro,Carabanchel,Apartment/condo,Entire home/apt,Standard,couple,within a few hours,large_operator,reviewed_365d,40.39646,-3.73042,3.193,1,153,2,1.0,1.0,1.0,33,1,1,1,1,1,1,1,1,1,0,0.9,0.41,0.0,60.0,1.0,1.0,365,6,36,66,66,24,4,0,9,4.42,4.38,4.46,4.79,4.67,4.21,4.21,0.0,46,46,0,0,0.65,1577.0,172.0,930.0,1,4,1,0.8191780821917808,1.0,1.0,0.9565217391304348,0.3260869565217391,0.4065934065934066,1.0,1.0,0.8666666666666667,0.8115384615384615,0.8380952380952381,0.5,0.5,1.0,1,0,0,1,0,0.2,0.1808,0.0266
53.0,3.9889840465642745,Rios Rosas,Chamberí,Apartment/condo,Private room,Shared,solo,,single_listing,stale_over_365d,40.44338,-3.69662,3.0174,1,164,1,1.0,1.0,1.0,21,1,0,0,1,0,0,0,1,1,0,,0.0,0.0,1.0,1.0,1.0,60,24,54,84,85,21,0,0,1,5.0,4.9,4.95,5.0,5.0,4.95,4.95,0.0,1,0,1,0,0.14,4544.0,420.0,4059.0,1,1,0,0.7671232876712328,1.0,1.0,0.8804347826086957,0.1956521739130435,0.2087912087912088,1.0,1.0,0.8555555555555555,0.7615384615384615,0.780952380952381,1.0,1.0,0.0,1,0,0,0,0,0.8,0.2329,0.0194
115.0,4.7535901911063645,Imperial,Arganzuela,Apartment/condo,Entire home/apt,Standard,family_group,within an hour,large_operator,reviewed_30d,40.41336,-3.72103,1.508,1,127,6,1.0,3.0,1.0,33,1,1,1,1,1,1,0,0,1,0,1.0,0.94,0.0,362.0,1.0,1.0,365,10,29,59,251,181,42,3,68,4.59,4.62,4.69,4.64,4.62,4.69,4.47,1.0,292,292,0,0,5.42,2203.0,4.0,997.0,1,2,1,0.3123287671232876,0.0,0.3296703296703296,0.717391304347826,0.1956521739130435,0.3406593406593406,0.0,0.9021739130434784,0.0,0.3038461538461538,0.3333333333333333,0.5,0.1667,18.0,1,1,1,0,0,0.3333,0.6877,0.0295
125.0,4.836281906951478,Cortes,Centro,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_30d,40.4164,-3.69922,0.3903,1,758,4,1.0,2.0,1.0,32,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,27.0,1.0,1.0,60,7,21,43,148,99,51,4,36,4.67,4.74,4.7,4.75,4.77,4.94,4.69,1.0,26,26,0,0,3.88,3276.0,16.0,749.0,1,1,1,0.5945205479452055,0.0333333333333333,1.0,0.967391304347826,0.3695652173913043,0.6703296703296703,0.6956521739130435,1.0,0.0,0.5977011494252874,0.5865384615384616,0.5,0.25,20.0,1,1,1,1,0,0.2333,0.4055,-0.0112
48.0,3.8918202981106265,San Fermín,Usera,Apartment/condo,Private room,Private,couple,within a few hours,single_listing,reviewed_90d,40.36725,-3.68875,5.6552,0,31,2,1.0,1.0,1.0,50,1,1,0,1,1,0,1,1,1,0,1.0,0.94,1.0,1.0,1.0,1.0,100,3,4,26,238,105,18,0,13,4.87,4.94,4.96,4.94,4.94,4.62,4.86,0.0,1,0,1,0,0.66,4812.0,60.0,4688.0,1,5,0,0.347945205479452,0.6444444444444445,0.0549450549450549,0.1521739130434782,0.5434782608695652,0.7032967032967034,0.0543478260869565,0.0,0.6444444444444445,0.35,0.3428571428571428,0.5,0.5,11.0,1,0,1,1,0,0.1,0.6521,-0.0071
121.0,4.804021044733257,Embajadores,Centro,Apartment/condo,Private room,Private,small_group,within an hour,small_multi_host,reviewed_30d,40.41294,-3.70691,0.5035,1,1878,4,1.0,2.0,1.0,17,1,0,1,0,0,1,0,1,1,0,0.9,0.99,0.0,4.0,1.0,1.0,365,9,31,55,317,8,8,2,0,4.25,4.38,4.25,4.25,4.38,4.38,4.25,1.0,4,0,4,0,3.38,73.0,18.0,52.0,1,1,0,0.1315068493150684,0.0333333333333333,0.0,0.1304347826086956,0.358695652173913,0.3846153846153846,0.0,0.0,0.1444444444444444,0.1226053639846743,0.1538461538461538,0.5,0.25,8.0,1,1,1,0,1,0.3,0.8685,0.0312
81.0,4.406719247264253,Arapiles,Chamberí,Apartment/condo,Entire home/apt,Standard,couple,within an hour,large_operator,stale_over_365d,40.43215129634315,-3.709271416536233,1.7687,1,206,2,1.0,1.0,1.0,29,1,1,1,1,1,1,0,1,1,0,1.0,0.99,0.0,44.0,1.0,1.0,365,0,0,13,288,10,0,0,4,4.3,4.3,4.7,4.6,4.1,4.6,3.8,1.0,39,35,4,0,0.43,2454.0,382.0,322.0,1,30,1,0.210958904109589,0.0,0.0,0.1847826086956521,0.6521739130434783,0.8461538461538461,0.0,0.0,0.0,0.2115384615384615,0.2095238095238095,0.5,0.5,0.0,1,0,0,1,1,0.0,0.789,-0.002
65.0,4.189654742026425,Sol,Centro,Apartment/condo,Private room,Private,couple,within an hour,small_multi_host,reviewed_30d,40.41696,-3.70626,0.209,1,994,2,1.0,1.0,1.0,42,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,2.0,1.0,1.0,10,2,13,32,289,171,48,3,56,4.83,4.74,4.91,4.76,4.84,4.96,4.82,1.0,2,0,2,0,4.64,2756.0,8.0,1096.0,1,1,0,0.2082191780821917,0.0777777777777777,0.0549450549450549,0.1630434782608695,0.532608695652174,0.6153846153846154,0.0978260869565217,0.0,0.1222222222222222,0.1992337164750957,0.2307692307692307,0.5,0.5,21.0,1,1,1,1,1,0.0667,0.7918,0.0315
80.0,4.394449154672439,Argüelles,Moncloa - Aravaca,Apartment/condo,Private room,Standard,solo,within a day,single_listing,reviewed_90d,40.43003,-3.71688,1.8412,1,225,1,1.0,1.0,2.0,35,1,1,0,1,1,0,0,1,1,0,0.7,0.59,0.0,1.0,1.0,1.0,1125,9,33,63,72,76,26,0,29,4.93,4.96,4.89,4.89,4.87,4.96,4.76,0.0,1,0,1,0,1.74,2832.0,83.0,1226.0,1,2,0,0.8027397260273973,1.0,1.0,0.967391304347826,0.25,0.4395604395604395,1.0,1.0,0.7666666666666667,0.8076923076923077,0.7904761904761904,1.0,2.0,14.0,1,0,1,0,0,0.3,0.1973,-0.0172
240.0,5.484796933490655,Los Rosales,Villaverde,Apartment/condo,Private room,Shared,couple,,small_multi_host,no_reviews,40.34982,-3.68636,7.5929,0,39,2,2.0,1.0,1.0,11,1,0,0,1,0,1,1,0,1,0,,,0.0,2.0,1.0,1.0,360,29,59,89,269,0,0,0,0,,,,,,,,1.0,2,1,1,0,,2721.0,,,0,30,0,0.2630136986301369,0.0,0.2197802197802197,0.8260869565217391,0.0,0.1538461538461538,0.0,0.8913043478260869,0.0,0.2576923076923076,0.2761904761904762,0.5,0.5,0.0,0,0,0,0,0,0.9667,0.737,0.0185
21.0,3.091042453358316,Lista,Salamanca,Apartment/condo,Private room,Shared,solo,a few days or more,large_operator,reviewed_30d,40.42924,-3.67456,2.8355,1,166,1,1.0,1.0,3.0,7,1,1,1,1,1,1,0,0,0,0,0.06,0.15,0.0,216.0,0.0,1.0,90,0,0,0,256,1,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,215,3,212,0,1.0,306.0,25.0,0.0,1,30,1,0.2986301369863013,0.0,0.0,0.1847826086956521,1.0,0.8571428571428571,0.0,0.0,0.3444444444444444,0.3,0.2952380952380952,1.0,3.0,1.0,1,1,1,1,0,0.0,0.7014,-0.0048
100.0,4.61512051684126,Rios Rosas,Chamberí,Apartment/condo,Entire home/apt,Standard,small_group,,professional_host,reviewed_30d,40.44574,-3.70151,3.2238,1,164,3,1.0,1.0,1.0,36,1,1,1,1,0,1,1,0,1,0,,,0.0,19.0,1.0,1.0,365,3,33,50,82,1,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,14,14,0,0,1.0,4551.0,15.0,0.0,1,10,1,0.7753424657534247,1.0,0.6483516483516484,0.9891304347826086,0.4673913043478261,0.4505494505494505,0.7717391304347826,0.8804347826086957,1.0,0.7701149425287356,0.7884615384615384,0.3333,0.3333,1.0,1,1,1,1,0,0.1,0.2247,0.0183
148.0,5.003946305945459,Justicia,Centro,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,professional_host,reviewed_30d,40.42542868990592,-3.6927539698470833,1.3398,1,861,4,1.0,3.0,1.0,11,1,1,1,1,1,1,0,0,0,0,1.0,1.0,1.0,17.0,1.0,1.0,365,6,28,46,150,45,34,3,20,4.91,4.91,4.89,5.0,4.89,4.89,4.82,1.0,15,15,0,0,2.17,4037.0,14.0,607.0,1,3,1,0.589041095890411,0.6444444444444445,0.2087912087912088,0.967391304347826,0.532608695652174,0.4945054945054945,0.0,0.8804347826086957,0.9888888888888888,0.5961538461538461,0.5714285714285714,0.75,0.25,19.0,1,1,1,1,0,0.2,0.411,-0.0247
94.0,4.553876891600541,Embajadores,Centro,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_30d,40.40984,-3.70558,0.7885,1,1878,3,1.0,2.0,1.0,47,1,1,1,1,1,1,1,1,1,1,1.0,0.99,,32.0,1.0,1.0,365,3,17,42,312,29,26,1,5,4.83,4.86,4.66,4.93,4.93,4.59,4.66,1.0,6,4,2,0,1.59,2469.0,19.0,528.0,1,1,1,0.1452054794520547,0.0111111111111111,0.0,0.1630434782608695,0.4021739130434782,0.5274725274725275,0.0,0.0,0.0555555555555555,0.1494252873563218,0.1346153846153846,0.6667,0.3333,18.0,1,1,1,1,1,0.1,0.8548,-0.0148
188.0,5.241747015059643,Universidad,Centro,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,single_listing,reviewed_30d,40.42295,-3.70869,0.7994,1,1566,4,1.0,3.0,1.0,27,1,1,1,1,0,1,0,1,1,1,1.0,1.0,0.0,1.0,1.0,1.0,365,13,43,73,242,112,44,3,47,4.54,4.68,4.61,4.73,4.83,4.88,4.49,1.0,1,1,0,0,3.56,963.0,7.0,937.0,1,3,0,0.336986301369863,0.0,0.3296703296703296,0.9347826086956522,0.0760869565217391,0.3406593406593406,0.0,1.0,0.0,0.3371647509578544,0.3365384615384615,0.75,0.25,23.0,1,1,1,0,0,0.4333,0.663,-0.0006
224.0,5.41610040220442,Embajadores,Centro,Apartment/condo,Entire home/apt,Standard,large_group,,small_multi_host,reviewed_30d,40.41407012939453,-3.704169988632202,0.3052,1,1878,9,3.0,6.0,1.0,48,1,1,1,1,1,1,1,1,1,1,,,0.0,3.0,1.0,1.0,365,1,12,30,297,230,41,6,37,4.53,4.66,4.64,4.84,4.77,4.93,4.58,1.0,3,3,0,0,5.0,60.0,12.0,1367.0,1,1,0,0.1863013698630137,0.0111111111111111,0.0109890109890109,0.1739130434782608,0.5434782608695652,0.6263736263736264,0.0108695652173913,0.0,0.1111111111111111,0.1685823754789272,0.2307692307692307,0.6667,0.1111,19.0,1,1,1,1,1,0.0333,0.8137,0.0622
108.0,4.691347882229144,Palomeras Sureste,Puente de Vallecas,Apartment/condo,Entire home/apt,Standard,family_group,within an hour,large_operator,reviewed_30d,40.38871,-3.64138,6.1394,0,29,5,2.0,3.0,1.0,30,1,1,1,1,0,1,1,0,1,0,0.99,1.0,0.0,33.0,1.0,1.0,365,13,40,68,240,66,50,5,30,4.59,4.65,4.56,4.8,4.74,4.44,4.5,1.0,31,18,13,0,4.21,3451.0,7.0,462.0,1,2,1,0.3424657534246575,0.0555555555555555,0.2197802197802197,0.9347826086956522,0.1521739130434782,0.3846153846153846,0.0,0.8913043478260869,0.0888888888888888,0.3423076923076923,0.3428571428571428,0.6,0.2,28.0,1,1,1,0,0,0.4333,0.6575,0.0005
185.0,5.225746673713202,Almagro,Chamberí,Apartment/condo,Entire home/apt,Standard,family_group,within an hour,large_operator,stale_over_365d,40.43487847116566,-3.6934406616419335,2.1932,1,166,6,3.0,3.0,3.0,25,1,1,1,1,1,1,0,1,0,0,0.97,0.99,0.0,904.0,1.0,1.0,330,0,0,0,42,1,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,384,384,0,0,0.02,1949.0,1315.0,0.0,1,30,1,0.8849315068493151,1.0,0.989010989010989,0.5543478260869565,1.0,1.0,1.0,0.5434782608695652,1.0,0.8850574712643678,0.8846153846153846,0.5,0.5,0.0,1,0,0,1,0,0.0,0.1151,-0.0004
27.0,3.332204510175204,Ibiza,Retiro,Apartment/condo,Private room,Shared,solo,within a day,large_operator,no_reviews,40.42081709171056,-3.676002835137508,2.3952,1,218,1,1.0,1.0,2.0,15,1,1,0,1,1,1,0,0,1,1,0.5,0.45,0.0,180.0,1.0,0.0,365,0,0,12,103,0,0,0,0,,,,,,,,0.0,170,0,170,0,,494.0,,,0,30,1,0.7178082191780822,0.2,1.0,1.0,0.6630434782608695,1.0,0.8586956521739131,1.0,0.0,0.7115384615384616,0.7333333333333333,1.0,2.0,0.0,0,0,0,1,0,0.0,0.2822,0.0218
71.0,4.276666119016055,Universidad,Centro,Apartment/condo,Private room,Private,couple,within an hour,small_multi_host,reviewed_90d,40.4244,-3.70442,0.8467,1,1566,2,0.0,2.0,1.0,17,1,1,0,0,0,1,1,0,1,0,1.0,1.0,0.0,3.0,1.0,1.0,1000,11,41,71,240,91,28,0,32,4.52,4.6,4.62,4.42,4.77,4.82,4.41,1.0,3,0,3,0,2.51,2096.0,56.0,1029.0,1,3,0,0.3424657534246575,0.0,0.3296703296703296,0.9130434782608696,0.1195652173913043,0.3626373626373626,0.0,1.0,0.0,0.3371647509578544,0.3557692307692308,1.0,0.5,16.0,1,0,1,0,0,0.3667,0.6575,0.0186
99.0,4.605170185988092,Pinar del Rey,Hortaleza,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_365d,40.4701175654589,-3.649236815903818,7.5146,0,109,3,1.0,2.0,1.0,22,1,1,1,1,1,1,0,0,1,0,1.0,0.98,0.0,63.0,1.0,1.0,1125,23,53,83,352,17,10,0,13,4.47,4.59,4.71,4.59,4.35,4.41,4.29,1.0,54,43,11,0,1.19,3261.0,208.0,221.0,1,1,1,0.0356164383561643,0.0,0.0219780219780219,0.1195652173913043,0.0,0.1208791208791208,0.0,0.0217391304347826,0.0,0.0307692307692307,0.0476190476190476,0.6667,0.3333,0.0,1,0,0,0,1,0.7667,0.9644,0.0168
125.0,4.836281906951478,Prosperidad,Chamartín,Apartment/condo,Entire home/apt,Standard,couple,within an hour,small_multi_host,reviewed_30d,40.43986,-3.67681,3.4342,1,163,2,1.0,1.0,1.0,31,1,1,1,1,1,1,0,0,1,0,1.0,0.99,0.0,3.0,1.0,1.0,365,1,25,50,311,42,25,1,14,4.62,4.63,4.59,4.85,4.8,4.61,4.46,0.0,3,3,0,0,1.81,1064.0,8.0,688.0,1,1,0,0.147945205479452,0.1222222222222222,0.0,0.1739130434782608,0.2934782608695652,0.3956043956043956,0.0,0.0,0.2,0.160919540229885,0.1153846153846153,0.5,0.5,14.0,1,1,1,1,1,0.0333,0.8521,-0.0455
166.0,5.117993812416755,Canillas,Hortaleza,House/villa,Entire home/apt,Standard,family_group,within an hour,single_listing,reviewed_30d,40.461170026212855,-3.648045659065247,6.8268,0,111,6,2.0,3.0,1.5,50,1,1,1,1,1,1,1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1125,17,45,74,138,48,23,4,19,4.83,4.83,4.81,4.77,4.94,4.54,4.77,1.0,1,1,0,0,2.0,2312.0,11.0,709.0,1,1,0,0.6219178082191781,0.6444444444444445,1.0,0.7717391304347826,0.0760869565217391,0.2747252747252747,1.0,0.9021739130434784,0.3,0.6230769230769231,0.6190476190476191,0.5,0.25,18.0,1,1,1,0,0,0.5667,0.3781,-0.004
124.0,4.8283137373023015,San Fermín,Usera,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_90d,40.36828443474241,-3.6896667409841273,5.5259,0,31,3,1.0,1.0,1.0,37,1,1,1,1,1,1,1,1,1,0,0.99,1.0,0.0,149.0,1.0,1.0,365,21,51,81,356,13,13,0,3,4.31,4.31,4.54,4.08,4.62,4.31,4.0,1.0,43,40,3,0,1.2,3635.0,52.0,272.0,1,1,1,0.0246575342465753,0.0,0.0,0.0978260869565217,0.0,0.0989010989010989,0.0,0.0,0.0,0.0269230769230769,0.019047619047619,0.3333,0.3333,6.0,1,0,1,0,1,0.7,0.9753,-0.0079
119.0,4.787491742782046,Embajadores,Centro,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_30d,40.41248,-3.70316,0.4834,1,1878,4,1.0,1.0,1.0,21,1,1,1,1,1,1,0,0,1,0,0.86,0.95,0.0,76.0,1.0,1.0,365,4,34,64,154,32,14,2,11,4.31,4.38,4.28,4.63,4.47,4.75,4.19,1.0,75,75,0,0,0.81,5053.0,15.0,1172.0,1,3,1,0.5780821917808219,0.2,1.0,0.9891304347826086,0.1195652173913043,0.4395604395604395,0.8586956521739131,1.0,0.0,0.5708812260536399,0.5961538461538461,0.25,0.25,7.0,1,1,1,1,0,0.1333,0.4219,0.0253
101.0,4.624972813284271,Hispanoamérica,Chamartín,Apartment/condo,Entire home/apt,Standard,small_group,a few days or more,large_operator,no_reviews,40.45302,-3.6859,4.303,1,117,4,2.0,2.0,1.0,16,1,1,0,1,0,1,0,0,1,0,0.05,0.0,0.0,100.0,1.0,1.0,180,0,13,43,318,0,0,0,0,,,,,,,,0.0,100,100,0,0,,1144.0,,,0,30,1,0.1287671232876712,0.0,0.0,0.1847826086956521,0.3260869565217391,0.5164835164835165,0.0,0.0,0.0,0.1307692307692307,0.1238095238095238,0.5,0.25,0.0,0,0,0,1,1,0.0,0.8712,-0.007
