price_eur,log_price_eur,neighbourhood_cleansed,neighbourhood_group,property_group,room_type,bathroom_type,capacity_bucket,host_response_time,host_scale_bucket,review_recency_bucket,latitude,longitude,distance_to_center_km,is_central_5km,neighbourhood_listing_count,accommodates,bedrooms,beds,bathrooms,amenities_count,has_wifi,has_kitchen,has_air_conditioning,has_washer,has_dedicated_workspace,has_tv,has_parking,has_elevator,has_heating,has_self_checkin,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_tenure_days,days_since_last_review,review_history_days,has_reviews,minimum_nights_capped,is_professional_host,calendar_unavailable_rate,calendar_unavailable_q1,calendar_unavailable_q2,calendar_unavailable_q3,calendar_unavailable_q4,calendar_unavailable_autumn,calendar_unavailable_spring,calendar_unavailable_summer,calendar_unavailable_winter,calendar_unavailable_weekday,calendar_unavailable_weekend,beds_per_guest,bathrooms_per_guest,reviews_last_6m,has_rating,reviewed_last_30d,reviewed_last_90d,low_availability_30,high_annual_availability,availability_30_ratio,availability_365_ratio,calendar_weekend_unavailable_gap
125.0,4.836281906951478,Comillas,Carabanchel,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,small_multi_host,reviewed_90d,40.39541095288227,-3.714556485767281,2.5468,1,120,4,1.0,2.0,2.0,37,1,1,1,1,1,1,1,0,1,0,1.0,0.92,1.0,3.0,1.0,1.0,90,5,25,55,55,9,9,0,0,5.0,5.0,4.89,5.0,5.0,4.44,4.78,0.0,3,3,0,0,1.84,4611.0,67.0,79.0,1,3,0,0.8493150684931506,1.0,1.0,1.0,0.4021739130434782,0.5274725274725275,1.0,1.0,0.8666666666666667,0.8423076923076923,0.8666666666666667,0.5,0.5,9.0,1,0,1,1,0,0.1667,0.1507,0.0244
73.0,4.30406509320417,Ventas,Ciudad Lineal,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,professional_host,reviewed_30d,40.42534,-3.65413,4.3106,1,160,4,0.0,2.0,1.0,52,1,1,1,1,0,1,1,0,1,1,1.0,0.98,1.0,5.0,1.0,1.0,1125,4,22,52,232,328,64,3,73,4.91,4.91,4.92,4.95,4.98,4.78,4.86,1.0,4,4,0,0,3.6,3729.0,15.0,2715.0,1,2,1,0.3643835616438356,0.0,0.2197802197802197,0.9782608695652174,0.25,0.5604395604395604,0.0,0.8913043478260869,0.0,0.3538461538461538,0.3904761904761905,0.5,0.25,23.0,1,1,1,1,0,0.1333,0.6356,0.0366
154.0,5.043425116919247,Sol,Centro,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,single_listing,reviewed_30d,40.41607,-3.70578,0.1862,1,994,4,2.0,2.0,1.0,42,1,1,1,1,1,1,1,0,1,1,1.0,1.0,0.0,1.0,1.0,1.0,365,3,9,21,261,102,30,4,29,4.71,4.69,4.75,4.72,4.81,4.94,4.68,1.0,1,1,0,0,1.15,2718.0,12.0,2643.0,1,1,0,0.284931506849315,0.1666666666666666,0.0439560439560439,0.2717391304347826,0.6521739130434783,0.7032967032967034,0.0,0.1195652173913043,0.3222222222222222,0.2873563218390804,0.2788461538461538,0.5,0.25,14.0,1,1,1,1,0,0.1,0.7151,-0.0085
160.0,5.081404364984463,Guindalera,Salamanca,House/villa,Entire home/apt,Standard,small_group,within a few hours,single_listing,stale_over_365d,40.43499,-3.66486,3.8672,1,284,4,3.0,4.0,1.5,34,1,1,0,1,1,1,1,0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,365,27,55,85,360,1,0,0,0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,0.0,1,1,0,0,0.03,1035.0,931.0,0.0,1,1,0,0.0136986301369863,0.0,0.0,0.0108695652173913,0.0434782608695652,0.0549450549450549,0.0,0.0,0.0,0.0038461538461538,0.0380952380952381,1.0,0.375,0.0,1,0,0,0,1,0.9,0.9863,0.0342
67.0,4.219507705176107,Embajadores,Centro,Apartment/condo,Private room,Shared,couple,within an hour,single_listing,reviewed_90d,40.41191339333152,-3.705301700629343,0.558,1,1878,2,1.0,1.0,1.0,15,1,1,1,1,1,1,0,0,1,0,1.0,1.0,0.0,1.0,1.0,1.0,365,0,0,0,106,5,5,0,0,4.8,4.6,5.0,4.8,4.8,4.8,4.6,1.0,1,0,1,0,1.5,1344.0,71.0,28.0,1,1,0,0.7095890410958904,1.0,0.6703296703296703,0.1739130434782608,1.0,0.8461538461538461,1.0,0.0,1.0,0.7088122605363985,0.7115384615384616,0.5,0.5,5.0,1,0,1,1,0,0.0,0.2904,0.0027
120.0,4.795790545596741,Estrella,Retiro,Apartment/condo,Entire home/apt,Standard,small_group,a few days or more,single_listing,stale_over_365d,40.41035,-3.66605,3.2755,1,32,4,2.0,4.0,2.0,34,1,1,1,1,1,1,1,1,1,0,0.3,0.0,0.0,1.0,1.0,1.0,1125,5,19,49,125,15,0,0,1,5.0,4.8,4.93,4.93,4.93,4.93,4.87,0.0,1,1,0,0,0.21,2772.0,439.0,1668.0,1,7,0,0.6575342465753424,0.2333333333333333,1.0,0.9782608695652174,0.4130434782608695,0.5934065934065934,0.8586956521739131,1.0,0.1666666666666666,0.6538461538461539,0.6666666666666666,1.0,0.5,0.0,1,0,0,1,0,0.1667,0.3425,0.0128
120.0,4.795790545596741,Bellas Vistas,Tetuán,Apartment/condo,Entire home/apt,Standard,family_group,within a few hours,professional_host,reviewed_90d,40.45078,-3.70839,3.7983,1,157,5,2.0,3.0,1.0,18,1,1,1,1,0,1,1,0,1,0,1.0,1.0,0.0,7.0,1.0,1.0,365,3,6,36,311,10,5,0,4,4.6,4.9,4.9,4.7,4.9,4.2,4.5,1.0,7,7,0,0,0.46,4201.0,53.0,592.0,1,30,1,0.147945205479452,0.0,0.0,0.1739130434782608,0.4130434782608695,0.5934065934065934,0.0,0.0,0.0,0.1532567049808429,0.1346153846153846,0.6,0.2,4.0,1,0,1,1,1,0.1,0.8521,-0.0186
55.0,4.02535169073515,Embajadores,Centro,Apartment/condo,Entire home/apt,Standard,small_group,a few days or more,large_operator,no_reviews,40.40986,-3.69801,0.9142,1,1878,3,2.0,2.0,1.0,22,1,1,1,1,0,1,0,0,1,0,0.05,0.0,0.0,100.0,1.0,1.0,180,0,0,14,289,0,0,0,0,,,,,,,,0.0,100,100,0,0,,1145.0,,,0,30,1,0.2082191780821917,0.0,0.0,0.1739130434782608,0.6521739130434783,0.8351648351648352,0.0,0.0,0.0,0.210727969348659,0.2019230769230769,0.6667,0.3333,0.0,0,0,0,1,1,0.0,0.7918,-0.0088
113.0,4.736198448394496,Puerta del Angel,Latina,Apartment/condo,Entire home/apt,Standard,family_group,within a few hours,small_multi_host,reviewed_90d,40.409265,-3.7393717,3.126,1,175,5,2.0,5.0,1.0,15,1,1,1,1,1,1,0,0,1,1,1.0,0.65,0.0,4.0,1.0,1.0,60,6,24,43,52,3,2,0,2,5.0,4.67,5.0,4.33,4.33,4.33,4.67,0.0,2,2,0,0,0.24,3409.0,83.0,286.0,1,5,0,0.8575342465753425,1.0,1.0,0.9347826086956522,0.5,0.5934065934065934,1.0,1.0,0.8333333333333334,0.8538461538461538,0.8666666666666667,1.0,0.2,1.0,1,0,1,1,0,0.2,0.1425,0.0128
122.0,4.812184355372417,Palacio,Centro,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_30d,40.41225,-3.70788,0.6126,1,1354,4,1.0,2.0,1.0,30,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,27.0,1.0,1.0,30,2,10,30,136,231,51,1,59,4.7,4.79,4.83,4.89,4.78,4.92,4.69,1.0,26,26,0,0,3.13,3276.0,23.0,2192.0,1,1,1,0.6273972602739726,0.0333333333333333,0.945054945054945,0.9891304347826086,0.532608695652174,0.8131868131868132,0.6630434782608695,0.9782608695652174,0.0444444444444444,0.6168582375478927,0.6538461538461539,0.5,0.25,21.0,1,1,1,1,0,0.0667,0.3726,0.037
93.0,4.543294782270004,Pueblo Nuevo,Ciudad Lineal,Apartment/condo,Entire home/apt,Standard,couple,within an hour,large_operator,reviewed_90d,40.42928827726374,-3.644625032786799,5.1981,0,164,2,1.0,1.0,1.0,39,1,1,0,1,1,1,1,0,1,1,1.0,1.0,0.0,26.0,1.0,1.0,60,9,28,46,302,26,14,0,12,4.69,4.81,4.62,4.92,4.69,4.54,4.5,1.0,4,4,0,0,1.37,668.0,70.0,497.0,1,2,1,0.1726027397260274,0.1,0.0329670329670329,0.1739130434782608,0.3804347826086957,0.4505494505494505,0.0217391304347826,0.0326086956521739,0.1888888888888888,0.1538461538461538,0.219047619047619,0.5,0.5,10.0,1,0,1,0,1,0.3,0.8274,0.0652
38.0,3.6635616461296463,Entrevías,Puente de Vallecas,Apartment/condo,Private room,Standard,solo,within a few hours,small_multi_host,reviewed_365d,40.38177123046872,-3.672305904328823,4.7206,1,50,1,1.0,1.0,1.0,23,1,1,0,1,1,1,1,0,1,0,0.9,0.88,0.0,3.0,1.0,1.0,365,19,49,79,169,14,8,0,10,4.93,5.0,4.79,4.93,5.0,4.5,4.86,0.0,1,0,1,0,0.76,1883.0,98.0,457.0,1,5,0,0.536986301369863,0.2111111111111111,1.0,0.9347826086956522,0.0,0.2637362637362637,0.8695652173913043,1.0,0.0,0.5346153846153846,0.5428571428571428,1.0,1.0,4.0,1,0,0,0,0,0.6333,0.463,0.0082
36.0,3.610917912644224,Sol,Centro,Apartment/condo,Entire home/apt,Standard,couple,within an hour,professional_host,reviewed_90d,40.41905,-3.70553,0.2899,1,994,2,0.0,1.0,1.0,42,1,1,1,0,1,1,1,0,1,1,1.0,1.0,0.0,6.0,1.0,1.0,1125,17,47,77,294,86,34,0,74,4.64,4.77,4.58,4.65,4.56,4.87,4.48,1.0,5,5,0,0,4.12,3750.0,58.0,567.0,1,1,1,0.1945205479452054,0.0,0.0,0.7717391304347826,0.0,0.2967032967032967,0.0,0.4782608695652174,0.0,0.1954022988505747,0.1923076923076923,0.5,0.5,2.0,1,0,1,0,1,0.5667,0.8055,-0.0031
50.0,3.9318256327243257,Concepción,Ciudad Lineal,Apartment/condo,Private room,Standard,couple,a few days or more,small_multi_host,reviewed_365d,40.43594617376879,-3.656078535367902,4.5661,1,73,2,1.0,1.0,3.0,5,1,1,1,1,0,0,1,0,0,0,0.0,0.5,0.0,2.0,1.0,1.0,365,29,59,89,364,1,1,0,1,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1,0,1,0,0.09,3980.0,344.0,0.0,1,30,0,0.0027397260273972,0.0,0.0,0.0108695652173913,0.0,0.0109890109890109,0.0,0.0,0.0,0.0,0.0095238095238095,0.5,1.5,0.0,1,0,0,0,1,0.9667,0.9973,0.0095
19.0,2.995732273553991,Palacio,Centro,Hotel/serviced,Shared room,Shared,family_group,within an hour,professional_host,reviewed_30d,40.41766,-3.70972,0.5102,1,1354,6,0.0,1.0,7.0,19,1,0,1,0,1,0,0,0,1,1,0.98,0.94,0.0,11.0,1.0,1.0,7,0,0,0,250,6,6,1,0,4.67,4.67,4.67,4.83,4.5,4.83,4.83,0.0,11,0,0,11,1.32,1538.0,24.0,111.0,1,1,1,0.3150684931506849,0.0777777777777777,0.0,0.1739130434782608,1.0,0.8461538461538461,0.0,0.0,0.4222222222222222,0.318007662835249,0.3076923076923077,0.1667,1.1667,6.0,1,1,1,1,0,0.0,0.6849,-0.0103
59.0,4.0943445622221,Fuente del Berro,Salamanca,Apartment/condo,Private room,Standard,small_group,within an hour,large_operator,reviewed_30d,40.425999247404846,-3.664170293857501,3.5072,1,98,3,1.0,2.0,2.0,39,1,1,0,1,1,1,0,0,1,0,0.98,0.98,0.0,34.0,1.0,1.0,365,22,44,74,93,53,11,2,10,3.87,3.91,4.21,4.4,3.96,4.35,3.74,1.0,9,2,7,0,2.25,917.0,15.0,691.0,1,1,1,0.7452054794520548,1.0,1.0,0.8695652173913043,0.1195652173913043,0.3186813186813186,1.0,1.0,0.6555555555555556,0.7384615384615385,0.7619047619047619,0.6667,0.6667,8.0,1,1,1,0,0,0.7333,0.2548,0.0234
100.0,4.61512051684126,Sol,Centro,Apartment/condo,Entire home/apt,Standard,small_group,a few days or more,single_listing,reviewed_30d,40.4150751903578,-3.707692026983642,0.3812,1,994,3,1.0,2.0,1.0,23,1,1,0,1,0,0,0,0,1,0,0.43,0.22,0.0,1.0,1.0,1.0,7,6,18,19,101,20,14,1,11,4.55,4.6,4.75,4.8,4.65,4.9,4.5,0.0,1,1,0,0,1.35,453.0,12.0,431.0,1,2,0,0.7232876712328767,0.2,1.0,0.9347826086956522,0.75,0.7912087912087912,0.8586956521739131,1.0,0.2333333333333333,0.7203065134099617,0.7307692307692307,0.6667,0.3333,6.0,1,1,1,1,0,0.2,0.2767,0.0105
257.0,5.552959584921617,Universidad,Centro,Hotel/serviced,Entire home/apt,Standard,couple,within an hour,small_multi_host,reviewed_90d,40.42518995235928,-3.7032027869786406,0.9343,1,1566,2,1.0,1.0,1.0,35,1,1,1,0,1,1,0,0,1,1,0.7,1.0,1.0,3.0,1.0,1.0,365,22,52,82,321,17,13,0,5,4.65,4.76,4.82,4.94,4.88,4.82,4.47,1.0,3,3,0,0,0.82,669.0,35.0,589.0,1,1,0,0.1205479452054794,0.0777777777777777,0.0,0.391304347826087,0.0108695652173913,0.2417582417582417,0.0,0.1630434782608695,0.0777777777777777,0.1226053639846743,0.1153846153846153,0.5,0.5,8.0,1,0,1,0,1,0.7333,0.8795,-0.0072
124.0,4.8283137373023015,Valdeacederas,Tetuán,Apartment/condo,Entire home/apt,Standard,family_group,within a day,large_operator,no_reviews,40.4692780499651,-3.7010763309204906,5.8398,0,214,5,3.0,4.0,2.0,10,1,0,1,1,0,1,1,1,1,0,0.86,0.57,0.0,541.0,1.0,1.0,365,12,42,72,347,0,0,0,0,,,,,,,,0.0,407,407,0,0,,1355.0,,,0,30,1,0.0493150684931506,0.0,0.0,0.1739130434782608,0.0217391304347826,0.1978021978021978,0.0,0.0,0.0,0.053639846743295,0.0384615384615384,0.8,0.4,0.0,0,0,0,0,1,0.4,0.9507,-0.0152
96.0,4.574710978503383,Universidad,Centro,Apartment/condo,Entire home/apt,Standard,couple,within an hour,large_operator,reviewed_90d,40.42377,-3.7036,0.7752,1,1566,2,1.0,1.0,1.0,26,1,1,1,1,0,1,0,1,1,1,1.0,0.99,0.0,39.0,1.0,1.0,65,2,2,2,9,55,36,0,33,4.71,4.82,4.67,4.93,4.91,4.91,4.64,1.0,30,30,0,0,2.94,2975.0,57.0,504.0,1,5,1,0.9753424657534246,0.9777777777777776,0.945054945054945,0.9782608695652174,1.0,0.978021978021978,0.9239130434782608,1.0,1.0,0.9731800766283524,0.9807692307692308,0.5,0.5,16.0,1,0,1,1,0,0.0667,0.0247,0.0076
155.0,5.049856007249537,Embajadores,Centro,Guesthouse/hostel,Private room,Private,couple,within an hour,professional_host,stale_over_365d,40.4131278,-3.7047039,0.4154,1,1878,2,1.0,2.0,1.0,27,1,0,1,0,0,1,1,1,1,1,0.99,1.0,1.0,6.0,1.0,1.0,9,8,32,52,63,15,0,0,8,4.8,4.8,4.87,4.93,4.87,4.87,4.8,1.0,6,0,6,0,0.47,3268.0,385.0,571.0,1,1,1,0.8273972602739726,1.0,1.0,0.9891304347826086,0.3260869565217391,0.5274725274725275,1.0,1.0,0.7777777777777778,0.8084291187739464,0.875,1.0,0.5,0.0,1,0,0,0,0,0.2667,0.1726,0.0666
29.0,3.4011973816621555,Pacífico,Retiro,Room,Private room,Standard,couple,within a few hours,single_listing,reviewed_90d,40.4038449760796,-3.677013841258874,2.6867,1,206,2,1.0,0.0,1.0,14,1,0,1,1,0,1,0,1,0,0,0.71,0.8,0.0,1.0,1.0,1.0,3,3,11,12,38,45,26,0,32,4.62,4.71,4.8,4.82,4.8,4.8,4.69,0.0,1,0,1,0,2.62,533.0,44.0,471.0,1,1,0,0.8958904109589041,0.7111111111111111,1.0,1.0,0.8695652173913043,0.8681318681318682,0.8586956521739131,1.0,0.8555555555555555,0.8846153846153846,0.923809523809524,0.0,0.5,11.0,1,0,1,1,0,0.1,0.1041,0.0392
