price_eur,log_price_eur,neighbourhood_cleansed,property_group,room_type,bathroom_type,capacity_bucket,host_response_time,host_scale_bucket,review_recency_bucket,latitude,longitude,distance_to_center_km,is_central_5km,neighbourhood_listing_count,accommodates,bedrooms,beds,bathrooms,amenities_count,has_wifi,has_kitchen,has_air_conditioning,has_washer,has_dedicated_workspace,has_tv,has_parking,has_elevator,has_heating,has_self_checkin,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_tenure_days,days_since_last_review,review_history_days,has_reviews,minimum_nights_capped,is_professional_host,calendar_unavailable_rate,calendar_unavailable_q1,calendar_unavailable_q2,calendar_unavailable_q3,calendar_unavailable_q4,calendar_unavailable_autumn,calendar_unavailable_spring,calendar_unavailable_summer,calendar_unavailable_winter,calendar_unavailable_weekday,calendar_unavailable_weekend,beds_per_guest,bathrooms_per_guest,reviews_last_6m,has_rating,reviewed_last_30d,reviewed_last_90d,low_availability_30,high_annual_availability,availability_30_ratio,availability_365_ratio,calendar_weekend_unavailable_gap
130.2,4.876722876509988,Taito Ku,Apartment/condo,Private room,Private,small_group,within an hour,large_operator,no_reviews,35.72188,139.78486,4.7993,1,2373,4,1.0,2.0,1.0,26,1,1,1,1,0,0,0,0,1,0,1.0,1.0,,43.0,1.0,1.0,180,11,24,37,117,0,0,0,0,,,,,,,,1.0,4,2,2,0,,203.0,,,0,2,1,0.6794520547945205,0.1111111111111111,1.0,0.9891304347826086,0.6086956521739131,0.7142857142857143,0.6956521739130435,1.0,0.3,0.6590038314176245,0.7307692307692307,0.5,0.25,0.0,0,0,0,0,0,0.3667,0.3205,0.0718
78.368,4.374095264347601,Koto Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,small_multi_host,no_reviews,35.70143648790174,139.82201559814757,5.446,0,493,4,1.0,2.0,1.0,29,1,1,1,0,0,1,0,0,1,1,1.0,1.0,0.0,4.0,1.0,1.0,365,16,46,76,351,0,0,0,0,,,,,,,,1.0,4,4,0,0,,50.0,,,0,1,0,0.0383561643835616,0.0,0.0,0.0217391304347826,0.1304347826086956,0.1538461538461538,0.0,0.0,0.0,0.0383141762452107,0.0384615384615384,0.5,0.25,0.0,0,0,0,0,1,0.5333,0.9616,0.0001
61.5598,4.136122899300999,Arakawa Ku,Guesthouse/hostel,Private room,Shared,couple,within a day,professional_host,reviewed_365d,35.72922,139.79856,6.0482,0,231,2,1.0,1.0,0.0,19,1,1,1,1,0,0,0,0,0,0,0.5,0.98,0.0,5.0,1.0,1.0,29,27,57,87,267,102,10,0,15,4.51,4.64,4.69,4.77,4.7,4.6,4.63,1.0,5,0,4,1,1.51,2134.0,137.0,1888.0,1,1,1,0.2684931506849315,0.0,0.0439560439560439,0.9891304347826086,0.0326086956521739,0.3516483516483517,0.0,0.717391304347826,0.0,0.264367816091954,0.2788461538461538,0.5,0.0,3.0,1,0,0,0,0,0.9,0.7315,0.0145
55.8992,4.041281281279492,Shinagawa Ku,Apartment/condo,Entire home/apt,Standard,couple,within an hour,large_operator,reviewed_90d,35.612669310694976,139.70035415266833,9.7182,0,418,2,1.0,1.0,1.0,27,1,1,1,1,0,0,0,0,1,0,0.98,0.98,0.0,36.0,1.0,1.0,365,5,13,43,125,7,7,0,0,4.71,4.43,4.71,5.0,5.0,4.86,4.71,1.0,36,36,0,0,1.93,708.0,40.0,68.0,1,1,1,0.6575342465753424,0.1333333333333333,1.0,1.0,0.4891304347826087,0.8241758241758241,0.7934782608695652,1.0,0.0,0.6551724137931034,0.6634615384615384,0.5,0.5,7.0,1,0,1,1,0,0.1667,0.3425,0.0083
93.5084,4.548688719438203,Sumida Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_365d,35.70739,139.80215,4.3011,1,3478,3,0.0,3.0,1.0,35,1,1,1,0,0,1,1,0,1,1,1.0,1.0,1.0,24.0,1.0,1.0,365,13,27,51,158,8,8,0,0,4.88,5.0,5.0,4.75,5.0,5.0,4.75,1.0,19,19,0,0,1.1,4390.0,118.0,100.0,1,2,1,0.5671232876712329,0.0222222222222222,0.7912087912087912,1.0,0.4456521739130434,0.7032967032967034,0.4565217391304347,1.0,0.1,0.5440613026819924,0.625,1.0,0.3333,6.0,1,0,0,0,0,0.4333,0.4329,0.0809
250.1018,5.525858434596628,Adachi Ku,House/villa,Entire home/apt,Standard,large_group,within an hour,small_multi_host,reviewed_30d,35.7468483386176,139.79766434061952,7.8039,0,391,13,4.0,10.0,3.0,40,1,1,1,1,1,0,1,0,1,1,1.0,1.0,1.0,3.0,1.0,1.0,360,0,3,3,222,1,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3,3,0,0,1.0,2423.0,6.0,0.0,1,1,0,0.3917808219178082,0.4222222222222222,0.1538461538461538,0.0217391304347826,0.967391304347826,0.6593406593406593,0.2826086956521739,0.0,0.6333333333333333,0.3869731800766283,0.4038461538461538,0.7692,0.2308,1.0,1,1,1,1,0,0.0,0.6082,0.0169
109.2812,4.703033467489212,Meguro Ku,Apartment/condo,Entire home/apt,Standard,couple,within an hour,large_operator,reviewed_30d,35.65517126247172,139.69124907796035,7.4382,0,107,2,0.0,1.0,1.0,31,1,1,1,1,0,1,0,0,1,1,1.0,0.98,1.0,107.0,1.0,1.0,365,6,24,54,327,104,71,4,59,4.72,4.76,4.88,4.88,4.88,4.55,4.62,1.0,95,91,4,0,5.99,778.0,6.0,514.0,1,1,1,0.1041095890410958,0.0222222222222222,0.0,0.0217391304347826,0.3695652173913043,0.3956043956043956,0.0,0.0,0.0222222222222222,0.0996168582375478,0.1153846153846153,0.5,0.5,35.0,1,1,1,1,1,0.2,0.8959,0.0158
110.639,4.715270451265051,Adachi Ku,House/villa,Entire home/apt,Standard,large_group,within an hour,professional_host,reviewed_365d,35.78214445020161,139.7715549683903,11.2317,0,391,8,2.0,4.0,1.0,27,1,1,1,1,1,1,0,0,1,1,1.0,0.99,0.0,5.0,1.0,1.0,365,8,29,41,248,4,4,0,1,4.25,4.5,4.5,3.75,4.25,3.25,3.75,1.0,4,4,0,0,0.4,3748.0,182.0,115.0,1,1,1,0.3205479452054794,0.3333333333333333,0.3846153846153846,0.0217391304347826,0.5434782608695652,0.3736263736263736,0.5869565217391305,0.0,0.3222222222222222,0.3256704980842911,0.3076923076923077,0.5,0.125,1.0,1,0,0,0,0,0.2667,0.6795,-0.018
74.39999999999999,4.32280727501391,Ota Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,no_reviews,35.56161788215702,139.73118377730256,13.6875,0,1048,4,1.0,2.0,1.0,29,1,1,1,1,0,0,0,0,1,0,0.97,0.99,0.0,48.0,1.0,1.0,365,9,23,45,158,0,0,0,0,,,,,,,,1.0,48,48,0,0,,811.0,,,0,30,1,0.5671232876712329,0.0111111111111111,0.7692307692307693,1.0,0.4782608695652174,0.7362637362637363,0.6739130434782609,0.7717391304347826,0.0777777777777777,0.5708812260536399,0.5576923076923077,0.5,0.25,0.0,0,0,0,0,0,0.3,0.4329,-0.0132
56.3766,4.049636554702122,Itabashi Ku,Apartment/condo,Entire home/apt,Standard,family_group,within an hour,professional_host,reviewed_30d,35.77439198617919,139.6949962622905,12.237,0,452,5,1.0,4.0,1.0,32,1,1,1,1,1,1,0,0,1,1,1.0,0.96,0.0,6.0,1.0,1.0,60,15,45,75,151,15,15,1,1,4.8,4.8,4.87,5.0,5.0,4.6,4.8,0.0,6,5,1,0,1.64,436.0,7.0,267.0,1,2,1,0.5863013698630137,0.1555555555555555,1.0,0.9782608695652174,0.2065217391304347,0.4725274725274725,0.7065217391304348,1.0,0.1555555555555555,0.5862068965517241,0.5865384615384616,0.8,0.2,7.0,1,1,1,0,0,0.5,0.4137,0.0003
175.3732,5.1726022045929065,Shinjuku Ku,Apartment/condo,Entire home/apt,Standard,family_group,within an hour,large_operator,reviewed_90d,35.700619262136826,139.69180722309187,7.1343,0,4114,6,2.0,4.0,1.0,27,1,1,1,1,1,1,0,0,1,1,1.0,1.0,,25.0,1.0,1.0,365,1,7,15,170,57,27,0,17,4.67,4.61,4.63,4.82,4.88,4.82,4.58,1.0,14,14,0,0,1.84,2083.0,41.0,888.0,1,2,1,0.5342465753424658,0.2444444444444444,0.0439560439560439,1.0,0.8369565217391305,0.9230769230769232,0.0543478260869565,0.717391304347826,0.4444444444444444,0.5210727969348659,0.5673076923076923,0.6667,0.1667,14.0,1,0,1,1,0,0.0333,0.4658,0.0462
33.6288,3.544685705778128,Bunkyo Ku,Hotel/serviced,Hotel room,Shared,small_group,within an hour,professional_host,reviewed_365d,35.7313,139.73912,6.117,0,417,4,1.0,3.0,1.0,28,1,1,1,1,0,1,1,1,1,1,1.0,0.99,0.0,12.0,1.0,1.0,365,3,24,49,142,66,4,0,4,4.35,4.44,4.5,4.42,4.59,4.62,4.33,1.0,5,2,1,0,0.77,2633.0,136.0,2446.0,1,1,1,0.6109589041095891,0.0,1.0,0.9891304347826086,0.4456521739130434,0.7142857142857143,0.6630434782608695,1.0,0.0555555555555555,0.6015325670498084,0.6346153846153846,0.75,0.25,1.0,1,0,0,1,0,0.1,0.389,0.0331
88.7406,4.496923286507212,Mitaka Shi,Apartment/condo,Entire home/apt,Standard,family_group,within an hour,professional_host,reviewed_30d,35.69846,139.56418,18.4261,0,44,5,1.0,5.0,1.0,40,1,1,1,1,1,1,1,0,1,1,1.0,1.0,1.0,9.0,1.0,1.0,60,3,18,39,287,95,46,2,44,4.89,4.91,4.94,4.82,4.96,4.86,4.85,0.0,7,7,0,0,3.51,2646.0,26.0,786.0,1,2,1,0.2136986301369863,0.2111111111111111,0.0549450549450549,0.0217391304347826,0.5652173913043478,0.4615384615384615,0.1630434782608695,0.0,0.2333333333333333,0.2030651340996168,0.2403846153846154,1.0,0.2,24.0,1,1,1,1,1,0.1,0.7863,0.0373
71.5232,4.2839065106715495,Sumida Ku,House/villa,Entire home/apt,Standard,family_group,within an hour,single_listing,reviewed_365d,35.720945,139.812363,6.0197,0,3478,5,1.0,4.0,1.0,41,1,1,1,1,1,0,1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1125,5,7,7,268,43,13,0,25,4.7,4.77,4.72,4.7,4.93,4.47,4.7,1.0,1,1,0,0,1.6,3377.0,105.0,700.0,1,2,0,0.2657534246575342,0.0444444444444444,0.0769230769230769,0.0108695652173913,0.9239130434782608,0.6043956043956044,0.0760869565217391,0.0,0.3888888888888889,0.2681992337164751,0.2596153846153846,0.8,0.2,1.0,1,0,0,1,0,0.1667,0.7342,-0.0086
74.3504,4.322149233618467,Sumida Ku,Apartment/condo,Entire home/apt,Standard,couple,within an hour,large_operator,no_reviews,35.69531610603748,139.8136636583817,4.4887,1,3478,2,1.0,1.0,1.0,20,1,1,1,1,1,1,0,0,1,0,1.0,1.0,1.0,118.0,1.0,1.0,365,2,11,24,174,0,0,0,0,,,,,,,,1.0,102,102,0,0,,1754.0,,,0,2,1,0.5232876712328767,0.0111111111111111,0.3296703296703296,1.0,0.7391304347826086,0.8681318681318682,0.0,1.0,0.2222222222222222,0.5095785440613027,0.5576923076923077,0.5,0.5,0.0,0,0,0,1,0,0.0667,0.4767,0.0481
137.9996,4.934471055428709,Shinjuku Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,professional_host,reviewed_90d,35.70435,139.69815,6.7378,0,4114,4,1.0,2.0,1.0,36,1,1,1,1,1,1,0,0,1,1,1.0,1.0,1.0,10.0,1.0,1.0,365,18,48,78,168,17,17,0,2,4.88,4.94,4.76,4.94,4.88,4.94,4.76,1.0,10,10,0,0,1.79,305.0,74.0,210.0,1,1,1,0.5397260273972603,0.0333333333333333,1.0,1.0,0.1195652173913043,0.4505494505494505,0.6956521739130435,1.0,0.0,0.5402298850574713,0.5384615384615384,0.5,0.25,10.0,1,0,1,0,0,0.6,0.4603,-0.0018
117.9798,4.778953730803565,Adachi Ku,House/villa,Entire home/apt,Standard,large_group,within an hour,professional_host,reviewed_90d,35.773543199533655,139.79943939348087,10.675,0,391,7,1.0,7.0,1.5,32,1,1,1,1,0,1,0,0,1,1,1.0,0.99,1.0,7.0,1.0,1.0,29,14,26,56,312,25,17,0,16,4.92,4.96,4.84,4.96,4.96,4.8,4.84,0.0,7,7,0,0,1.37,711.0,48.0,497.0,1,2,1,0.1452054794520547,0.1,0.0769230769230769,0.0217391304347826,0.3804347826086957,0.3736263736263736,0.1304347826086956,0.0,0.0777777777777777,0.1417624521072797,0.1538461538461538,1.0,0.2143,3.0,1,0,1,0,1,0.4667,0.8548,0.0121
112.22,4.729332828608514,Toshima Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_90d,35.73140119251291,139.6906535400254,8.8772,0,2375,3,1.0,2.0,1.0,28,1,1,1,1,0,1,1,0,1,1,1.0,0.9,1.0,26.0,1.0,1.0,365,27,52,82,263,12,8,0,4,4.92,4.92,4.75,4.92,4.92,4.58,5.0,0.0,26,26,0,0,0.54,892.0,31.0,638.0,1,2,1,0.2794520547945205,0.0,0.0439560439560439,0.9891304347826086,0.0760869565217391,0.3956043956043956,0.0,0.717391304347826,0.0,0.2720306513409962,0.2980769230769231,0.6667,0.3333,6.0,1,0,1,0,0,0.9,0.7205,0.026
70.2646,4.266399710437808,Toshima Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_30d,35.73947,139.71858,7.8213,0,2375,4,1.0,2.0,1.5,43,1,1,1,1,0,1,0,0,1,1,1.0,1.0,0.0,35.0,1.0,1.0,365,5,7,29,304,27,21,2,18,4.74,4.63,4.52,4.85,4.85,4.74,4.7,1.0,28,28,0,0,1.75,887.0,10.0,452.0,1,4,1,0.1671232876712328,0.0,0.0,0.0217391304347826,0.6413043478260869,0.6153846153846154,0.0,0.0,0.0555555555555555,0.1685823754789272,0.1634615384615384,0.5,0.375,7.0,1,1,1,1,1,0.1667,0.8329,-0.0051
66.7554,4.2159041613806,Shinjuku Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,professional_host,reviewed_90d,35.712916,139.702795,6.7939,0,4114,3,2.0,3.0,1.0,28,1,1,1,1,1,0,0,0,1,1,1.0,0.98,0.0,5.0,1.0,1.0,30,3,3,8,89,32,9,0,26,4.53,4.59,4.41,4.72,4.88,4.94,4.59,0.0,5,5,0,0,1.47,673.0,87.0,566.0,1,5,1,0.7561643835616438,0.1,1.0,1.0,0.9130434782608696,0.967032967032967,0.6956521739130435,1.0,0.3555555555555555,0.7471264367816092,0.7788461538461539,1.0,0.3333,4.0,1,0,1,1,0,0.1,0.2438,0.0317
124.4464,4.831878575708764,Minato Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,no_reviews,35.65139,139.74664,3.7952,1,954,4,1.0,2.0,1.0,34,1,1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,22.0,1.0,1.0,365,6,6,31,274,0,0,0,0,,,,,,,,1.0,22,22,0,0,,192.0,,,0,30,1,0.2493150684931507,0.0222222222222222,0.3296703296703296,0.0217391304347826,0.6195652173913043,0.6263736263736264,0.3478260869565217,0.0,0.0222222222222222,0.2567049808429119,0.2307692307692307,0.5,0.25,0.0,0,0,0,1,1,0.2,0.7507,-0.0259
208.1464,5.343034485213176,Toshima Ku,Apartment/condo,Entire home/apt,Standard,large_group,within an hour,large_operator,reviewed_30d,35.72433,139.71633,6.6345,0,2375,10,2.0,6.0,2.0,22,1,1,1,1,1,1,0,0,1,1,1.0,1.0,1.0,26.0,1.0,1.0,30,15,18,26,31,97,18,2,0,4.76,4.85,4.7,4.84,4.78,4.75,4.63,1.0,26,26,0,0,1.32,2468.0,15.0,2190.0,1,1,1,0.915068493150685,0.9444444444444444,1.0,1.0,0.717391304347826,0.8021978021978022,1.0,1.0,0.8555555555555555,0.9157088122605364,0.9134615384615384,0.6,0.2,18.0,1,1,1,0,0,0.5,0.0849,-0.0022
71.7774,4.287405467445866,Suginami Ku,Apartment/condo,Entire home/apt,Standard,couple,within an hour,professional_host,reviewed_365d,35.68129,139.65952,9.7167,0,577,2,1.0,2.0,1.0,31,1,1,0,1,1,0,1,0,1,0,1.0,1.0,1.0,7.0,1.0,1.0,30,8,18,48,291,31,7,0,1,4.97,5.0,4.9,4.97,5.0,4.77,4.94,0.0,6,5,1,0,0.34,3310.0,132.0,2573.0,1,5,1,0.2027397260273972,0.3555555555555555,0.0,0.0217391304347826,0.4347826086956521,0.4615384615384615,0.0434782608695652,0.0,0.3111111111111111,0.2030651340996168,0.2019230769230769,1.0,0.5,3.0,1,0,0,0,1,0.2667,0.7973,-0.0011
81.4866,4.4126358559059655,Shibuya Ku,Apartment/condo,Entire home/apt,Standard,family_group,within an hour,small_multi_host,no_reviews,35.66555,139.68968,7.2066,0,1502,6,2.0,5.0,1.0,27,1,1,1,1,0,1,0,0,0,1,1.0,0.98,0.0,3.0,1.0,1.0,365,0,0,0,91,0,0,0,0,,,,,,,,0.0,3,3,0,0,,132.0,,,0,20,0,0.7506849315068493,1.0,0.3406593406593406,0.6630434782608695,1.0,1.0,0.6630434782608695,0.3478260869565217,1.0,0.7509578544061303,0.75,0.8333,0.1667,0.0,0,0,0,1,0,0.0,0.2493,-0.001
200.3158,5.304874819381776,Shinjuku Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_365d,35.702064970818576,139.6973133607252,6.7158,0,4114,4,1.0,2.0,1.0,35,1,1,1,1,0,0,0,0,1,1,1.0,1.0,1.0,24.0,1.0,1.0,365,2,6,10,147,23,14,0,15,4.96,4.96,4.83,4.91,4.91,4.87,4.91,1.0,23,23,0,0,1.46,974.0,98.0,372.0,1,2,1,0.5972602739726027,0.6,0.4835164835164835,0.4347826086956521,0.8695652173913043,0.6043956043956044,0.5108695652173914,0.5217391304347826,0.7555555555555555,0.6091954022988506,0.5673076923076923,0.5,0.25,5.0,1,0,0,1,0,0.0667,0.4027,-0.0419
95.3436,4.567920968160139,Sumida Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_90d,35.7248342629897,139.81368542252866,6.4215,0,3478,3,1.0,2.0,1.0,28,1,1,1,1,0,1,0,0,0,0,1.0,0.98,,123.0,1.0,1.0,365,5,14,44,130,3,3,0,0,4.67,5.0,5.0,4.67,5.0,4.33,4.67,1.0,110,94,16,0,1.38,2364.0,35.0,29.0,1,3,1,0.6438356164383562,0.0444444444444444,1.0,1.0,0.5217391304347826,0.8241758241758241,0.6956521739130435,1.0,0.0444444444444444,0.6436781609195402,0.6442307692307693,0.6667,0.3333,3.0,1,0,1,1,0,0.1667,0.3562,0.0006
111.7798,4.725437245013392,Sumida Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,no_reviews,35.71158516452868,139.81634034398533,5.5846,0,3478,3,1.0,2.0,1.0,29,1,1,1,1,0,0,0,1,1,0,0.98,0.97,0.0,43.0,1.0,1.0,365,4,23,28,186,0,0,0,0,,,,,,,,1.0,43,43,0,0,,672.0,,,0,30,1,0.4904109589041096,0.2777777777777778,1.0,0.0217391304347826,0.6630434782608695,0.4065934065934066,0.8586956521739131,0.3260869565217391,0.3666666666666666,0.4942528735632184,0.4807692307692308,0.6667,0.3333,0.0,0,0,0,1,0,0.1333,0.5096,-0.0135
60.14,4.113166316462689,Shinjuku Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,small_multi_host,no_reviews,35.69247954060241,139.71173176441803,5.1554,0,4114,3,1.0,3.0,1.0,29,1,1,1,1,0,1,0,0,1,0,1.0,1.0,0.0,2.0,1.0,1.0,365,0,3,20,118,0,0,0,0,,,,,,,,1.0,2,2,0,0,,1975.0,,,0,3,0,0.6767123287671233,0.2444444444444444,0.6703296703296703,1.0,0.782608695652174,0.967032967032967,0.4239130434782608,1.0,0.3111111111111111,0.6513409961685823,0.7403846153846154,1.0,0.3333,0.0,0,0,0,1,0,0.0,0.3233,0.089
99.2,4.607168188650764,Suginami Ku,Apartment/condo,Entire home/apt,Standard,couple,within an hour,professional_host,reviewed_365d,35.70688,139.64644,11.2643,0,577,2,1.0,1.0,1.0,46,1,1,1,1,0,1,0,0,1,1,1.0,1.0,1.0,9.0,1.0,1.0,365,6,22,30,241,3,2,0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,6,6,0,0,0.21,3398.0,288.0,141.0,1,30,1,0.3397260273972602,0.0,0.6593406593406593,0.0434782608695652,0.6521739130434783,0.4505494505494505,0.3478260869565217,0.3478260869565217,0.2111111111111111,0.3371647509578544,0.3461538461538461,0.5,0.5,0.0,1,0,0,1,0,0.2,0.6603,0.009
80.2652,4.397717880636218,Suginami Ku,House/villa,Private room,Private,couple,within an hour,small_multi_host,reviewed_90d,35.6681213,139.6337935,12.1288,0,577,2,1.0,2.0,1.0,35,1,0,1,1,0,1,1,0,1,0,1.0,1.0,1.0,3.0,1.0,1.0,365,4,5,5,32,2,2,0,0,4.5,4.5,5.0,4.5,4.5,4.0,4.0,0.0,3,0,3,0,1.02,2072.0,54.0,4.0,1,2,0,0.9123287671232876,0.7,1.0,1.0,0.9456521739130436,0.945054945054945,0.7065217391304348,1.0,1.0,0.9042145593869731,0.9326923076923076,1.0,0.5,2.0,1,0,1,1,0,0.1333,0.0877,0.0285
43.183,3.7883400997155694,Toshima Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,large_operator,reviewed_365d,35.73905,139.71759,7.8333,0,2375,4,1.0,1.0,1.0,28,1,1,1,0,0,1,0,0,1,0,1.0,1.0,0.0,26.0,1.0,1.0,185,3,16,46,226,3,1,0,2,4.33,4.67,4.33,5.0,4.67,4.67,4.33,1.0,20,20,0,0,0.16,4318.0,134.0,424.0,1,30,1,0.3808219178082191,0.0,0.0439560439560439,1.0,0.4673913043478261,0.8021978021978022,0.0,0.717391304347826,0.0,0.3793103448275862,0.3846153846153846,0.25,0.25,1.0,1,0,0,1,0,0.1,0.6192,0.0053
64.1824,4.177189493842305,Toshima Ku,Apartment/condo,Entire home/apt,Standard,small_group,within a few hours,professional_host,reviewed_30d,35.73328718549691,139.7053355498265,8.0403,0,2375,4,1.0,1.0,1.0,25,1,1,1,1,0,1,0,0,1,0,0.63,0.96,0.0,15.0,1.0,1.0,365,4,8,22,84,1,1,1,0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,15,15,0,0,1.0,2221.0,15.0,0.0,1,1,1,0.7698630136986301,0.6555555555555556,0.6923076923076923,0.9891304347826086,0.7391304347826086,0.8901098901098901,0.9782608695652174,0.717391304347826,0.4888888888888889,0.7662835249042146,0.7788461538461539,0.25,0.25,1.0,1,1,1,1,0,0.1333,0.2301,0.0126
49.1412,3.914843025431392,Toshima Ku,Apartment/condo,Entire home/apt,Standard,couple,within an hour,professional_host,reviewed_90d,35.74431,139.70972,8.7226,0,2375,2,1.0,2.0,1.0,27,1,1,1,1,1,0,0,0,1,0,1.0,1.0,0.0,8.0,1.0,1.0,365,7,13,30,211,37,15,0,21,4.38,4.51,4.41,4.59,4.73,4.3,4.41,1.0,8,8,0,0,1.61,2396.0,45.0,644.0,1,1,1,0.421917808219178,0.0,0.0439560439560439,1.0,0.6304347826086957,0.8241758241758241,0.0,0.717391304347826,0.1444444444444444,0.4137931034482758,0.4423076923076923,1.0,0.5,8.0,1,0,1,1,0,0.2333,0.5781,0.0285
85.2252,4.456962478333117,Suginami Ku,Apartment/condo,Entire home/apt,Standard,couple,within an hour,large_operator,reviewed_365d,35.7092256,139.6539177,10.6854,0,577,2,1.0,0.0,1.0,29,1,1,1,1,0,1,0,0,1,1,0.98,0.99,0.0,50.0,1.0,1.0,365,13,20,48,83,3,1,0,2,4.0,4.0,4.67,4.67,4.33,4.67,4.0,1.0,50,49,1,0,0.18,226.0,116.0,379.0,1,2,1,0.7726027397260274,0.6555555555555556,1.0,1.0,0.4347826086956521,0.7692307692307693,1.0,1.0,0.3111111111111111,0.7777777777777778,0.7596153846153846,0.0,0.5,1.0,1,0,0,0,0,0.4333,0.2274,-0.0182
138.12359999999998,4.935362746651996,Sumida Ku,House/villa,Entire home/apt,Standard,large_group,within an hour,single_listing,reviewed_30d,35.72644702590937,139.8286405119064,7.4961,0,3478,8,4.0,7.0,1.0,29,1,1,1,1,0,1,0,0,1,0,1.0,1.0,0.0,1.0,1.0,1.0,365,4,7,22,31,9,9,3,0,4.89,4.89,4.89,5.0,5.0,5.0,5.0,1.0,1,1,0,0,3.33,144.0,14.0,66.0,1,2,0,0.915068493150685,0.9111111111111112,1.0,0.9891304347826086,0.7608695652173914,0.9230769230769232,1.0,1.0,0.7333333333333333,0.9118773946360154,0.9230769230769232,0.875,0.125,9.0,1,1,1,1,0,0.1333,0.0849,0.0112
122.884,4.819345643895951,Sumida Ku,Apartment/condo,Entire home/apt,Standard,small_group,within an hour,single_listing,reviewed_365d,35.7009263,139.812788,4.6729,1,3478,4,1.0,2.0,1.5,29,1,1,1,1,0,0,0,0,1,1,1.0,0.93,1.0,1.0,1.0,1.0,60,14,40,70,160,16,16,0,7,5.0,4.88,5.0,5.0,4.94,5.0,4.81,0.0,1,1,0,0,1.38,366.0,126.0,220.0,1,2,0,0.5616438356164384,0.0444444444444444,1.0,0.9891304347826086,0.2065217391304347,0.5274725274725275,0.7065217391304348,1.0,0.0,0.5593869731800766,0.5673076923076923,0.5,0.375,2.0,1,0,0,0,0,0.4667,0.4384,0.0079
